OTM,DTE,Budget,Annual%,Excess%,MaxDD%,Sharpe,Calmar,Trades
5%,60-90/x7,0.25,12.440280012205008,1.3933366975777979,48.914351186837,0.7155145334364156,0.2543278140332918,0
5%,60-90/x7,0.5,13.786253930804104,2.739310616176894,45.53805309950413,0.8117655151247051,0.30274139960880814,0
5%,60-90/x7,1.0,16.453702688990447,5.4067593743632365,38.95064071753025,1.0085267830676385,0.42242444247098715,0
5%,60-90/x7,1.5,19.0470256667566,8.00008235212939,32.44818950810513,1.1813669434291951,0.5869981023748306,0
5%,60-90/x7,2.0,21.615472211375895,10.568528896748685,25.533420719352367,1.3088616642060984,0.8465560666140214,0
5%,60-90/x7,3.3000000000000003,28.09837816363048,17.051434849003268,20.819935654900405,1.403881009128194,1.3495900577875675,0
5%,60-90/x10,0.25,12.35747507354732,1.31053175892011,48.87031516803306,0.7115992613248431,0.252862602401029,0
5%,60-90/x10,0.5,13.636818274554653,2.5898749599274424,45.29128909986893,0.8050724114398062,0.30109141394684025,0
5%,60-90/x10,1.0,16.18826790297554,5.141324588348329,38.02059052808058,0.9997868035298411,0.4257763406125818,0
5%,60-90/x10,1.5,18.6710626961635,7.624119381536289,30.901059965666928,1.1763088870807152,0.604220784559114,0
5%,60-90/x10,2.0,21.126590167056204,10.079646852428993,23.845489469202626,1.3088619778653738,0.8859784654176218,0
5%,60-90/x10,3.3000000000000003,27.43875811370795,16.39181479908074,19.225513777085254,1.4217270623877152,1.4272054537451166,0
5%,60-90/x14,0.25,12.430412919037948,1.3834696044107382,49.05130129996766,0.7157861563976033,0.2534165779419626,0
5%,60-90/x14,0.5,13.763235474488589,2.7162921598613785,45.74330713175036,0.8120826985088123,0.3008797644395839,0
5%,60-90/x14,1.0,16.453377211479193,5.406433896851983,39.501146260849474,1.0185674927683586,0.4165291078600047,0
5%,60-90/x14,1.5,19.15887738968818,8.111934075060969,32.67324786978177,1.2190481069804047,0.5863781117214089,0
5%,60-90/x14,2.0,21.79571255208255,10.748769237455338,26.002889345984382,1.3758614113133758,0.8382034881615359,0
5%,60-90/x14,3.3000000000000003,28.708263544660518,17.661320230033308,17.152579852756546,1.5338331756872716,1.673699454606934,0
5%,60-90/x21,0.25,12.474383026334234,1.4274397117070237,49.45101651100361,0.7075894467469303,0.2522573630727792,0
5%,60-90/x21,0.5,13.833694887492399,2.786751572865189,46.89539518860857,0.7912174002467735,0.2949904746906315,0
5%,60-90/x21,1.0,16.607588322853317,5.560645008226107,41.378798284250124,0.9646929152747327,0.4013550178226082,0
5%,60-90/x21,1.5,19.430267566522375,8.383324251895164,35.43902662201868,1.134102717048901,0.5482731727865833,0
5%,60-90/x21,2.0,22.23901538951727,11.19207207489006,30.166075025010947,1.2806636743267108,0.737219388703327,0
5%,60-90/x21,3.3000000000000003,29.64870259349319,18.60175927886598,22.109860107903735,1.5114303177175115,1.3409719667513638,0
5%,60-90/x25,0.25,12.683945013399445,1.6370016987722344,50.04876520821221,0.7118670808403451,0.2534317272490513,0
5%,60-90/x25,0.5,14.266602210029799,3.2196588954025884,48.085834147666475,0.7990821574110234,0.29669033433461056,0
5%,60-90/x25,1.0,17.49575359050779,6.448810275880579,43.813897749239814,0.9734843612657306,0.399319724774118,0
5%,60-90/x25,1.5,20.730302671833023,9.683359357205813,39.55627117812707,1.1344148386666384,0.5240712042467743,0
5%,60-90/x25,2.0,24.035306704679705,12.988363390052495,34.80561677489289,1.273267972370557,0.6905582756981231,0
5%,60-90/x25,3.3000000000000003,32.77595420533592,21.72901089070871,26.941192039306927,1.4972976101609312,1.2165740163804235,0
5%,60-90/x30,0.25,12.698551993502782,1.6516086788755722,49.610937545274005,0.7133839459451637,0.2559627497850514,0
5%,60-90/x30,0.5,14.323356015853772,3.276412701226562,47.264383418137115,0.8028308959241275,0.3030475588592438,0
5%,60-90/x30,1.0,17.635758683538594,6.5888153689113835,42.19093078242041,0.9840130488829588,0.4179988058212463,0
5%,60-90/x30,1.5,20.994727850581697,9.947784535954487,36.867169180125565,1.1556006839424477,0.5694694851130468,0
5%,60-90/x30,2.0,24.368328702682195,13.321385388054985,33.13347407781579,1.3045217112912866,0.7354595128012184,0
5%,60-90/x30,3.3000000000000003,33.417574813001984,22.370631498374774,27.83632186552248,1.5557531883694846,1.2005025295526681,0
5%,60-90/x45,0.25,12.953707643825219,1.9067643291980083,49.89137265539504,0.7226342982710295,0.25963822910421486,0
5%,60-90/x45,0.5,14.849444438932768,3.8025011243055573,47.97204621450547,0.8217799922083807,0.3095436949371297,0
5%,60-90/x45,1.0,18.732785178858215,7.685841864231005,43.943563931793875,1.0246632172631753,0.42629189584927457,0
5%,60-90/x45,1.5,22.67532554058873,11.62838222596152,39.926555856606235,1.2206072383431346,0.5679259093127332,0
5%,60-90/x45,2.0,26.726569795946276,15.679626481319065,35.67971284880784,1.4011620979597657,0.7490690832967084,0
5%,60-90/x45,3.3000000000000003,37.714282656852994,26.667339342225784,29.07456970297388,1.7524540605688965,1.2971570359301106,0
5%,75-105/x1,0.25,12.768721234447678,1.7217779198204681,48.08277670688369,0.7283626005326391,0.26555706864199596,0
5%,75-105/x1,0.5,14.443285415182782,3.3963421005555716,44.24154880601685,0.8330727324199014,0.3264642808621224,0
5%,75-105/x1,1.0,17.62065002264004,6.573706708012828,36.54698887514846,1.0135387084199627,0.48213684806799184,0
5%,75-105/x1,1.5,20.713512911394936,9.666569596767726,28.432844654116312,1.1362694920326768,0.728506526989243,0
5%,75-105/x1,2.0,23.672035822154157,12.625092507526947,23.748523385105134,1.1938929050384743,0.9967792707904127,0
5%,75-105/x1,3.3000000000000003,30.971353666944857,19.924410352317647,21.856637163952115,1.1821544162200646,1.417022821700382,0
5%,75-105/x7,0.25,12.460466221868716,1.4135229072415054,48.50552981996472,0.7154347690407957,0.2568875397942778,0
5%,75-105/x7,0.5,13.856829540178373,2.8098862255511623,44.651233169363046,0.8107313538187909,0.31033475576405994,0
5%,75-105/x7,1.0,16.537390606860992,5.490447292233782,37.43964330138082,1.0010848634355711,0.44170801718752145,0
5%,75-105/x7,1.5,19.199987317779808,8.153044003152598,29.632788400853098,1.1725093390716992,0.6479304970580176,0
5%,75-105/x7,2.0,21.787208549463344,10.740265234836134,23.341339214082126,1.298271118389501,0.9334172452418175,0
5%,75-105/x7,3.3000000000000003,28.373543808861236,17.326600494234025,20.778289020753736,1.4065306024505992,1.3655380277231306,0
5%,75-105/x10,0.25,12.356766844826828,1.3098235301996173,48.5399945463691,0.7106322158401891,0.2545687728296447,0
5%,75-105/x10,0.5,13.662069459385439,2.6151261447582286,44.44227208975309,0.8021844673154627,0.30741158849381733,0
5%,75-105/x10,1.0,16.173855579706277,5.126912265079067,36.68611614223924,0.9877534201220822,0.44087129629631755,0
5%,75-105/x10,1.5,18.62895220929135,7.582008894664138,28.915962482647007,1.159265486761528,0.6442445836091716,0
5%,75-105/x10,2.0,21.08239571793289,10.03545240330568,21.855058853331457,1.2956995492675651,0.9646460281537613,0
5%,75-105/x10,3.3000000000000003,27.35476434903543,16.30782103440822,18.630645771786465,1.4280444886243155,1.4682671059346981,0
5%,75-105/x14,0.25,12.40527871083179,1.3583353962045805,48.73338910537566,0.7130076904886291,0.25455399139197965,0
5%,75-105/x14,0.5,13.756512054838854,2.709568740211644,45.10687086374903,0.8071716524429193,0.30497597797001097,0
5%,75-105/x14,1.0,16.380582979209258,5.333639664582048,38.413368584547605,1.0021187786694865,0.42642922458507354,0
5%,75-105/x14,1.5,18.990122126565943,7.943178811938733,31.09983151978881,1.1886806025991006,0.6106181673197341,0
5%,75-105/x14,2.0,21.618533629176895,10.571590314549685,23.13574957501217,1.3420452707693826,0.9344211459016678,0
5%,75-105/x14,3.3000000000000003,28.351549619426343,17.304606304799133,18.331807433060725,1.5017096501124667,1.5465768840826568,0
5%,75-105/x21,0.25,12.362726668106871,1.3157833534796612,49.29736676779201,0.703032302398722,0.25077864151121243,0
5%,75-105/x21,0.5,13.629827373062886,2.582884058435676,46.62019830462667,0.7813703417196919,0.29235884592344685,0
5%,75-105/x21,1.0,16.153266010460566,5.106322695833356,41.008066474858715,0.9397460868619671,0.393904599729515,0
5%,75-105/x21,1.5,18.737061669661625,7.690118355034414,35.366096187495174,1.0918275976960974,0.5298029381112954,0
5%,75-105/x21,2.0,21.30058196861444,10.253638653987231,29.447041000086283,1.2203189962727616,0.7233522026390369,0
5%,75-105/x21,3.3000000000000003,28.002561612886122,16.955618298258912,24.8404055644005,1.3992307132307673,1.1272988897177025,0
5%,75-105/x25,0.25,12.579984908468012,1.5330415938408013,49.760323715470115,0.7066217703615411,0.25281155686205853,0
5%,75-105/x25,0.5,14.071367654367961,3.024424339740751,47.6076202512592,0.788189813831297,0.29556964998677454,0
5%,75-105/x25,1.0,17.066887632150806,6.019944317523596,42.99827695282522,0.9480557741438073,0.3969202684766981,0
5%,75-105/x25,1.5,20.064279283702536,9.017335969075326,38.255923534304436,1.092579458064771,0.5244750990186059,0
5%,75-105/x25,2.0,23.099652501139477,12.052709186512267,33.09987351651198,1.2162249237536193,0.6978773646858846,0
5%,75-105/x25,3.3000000000000003,31.056668641148665,20.009725326521455,26.74548376653778,1.4013057009214658,1.1611930041065386,0
5%,75-105/x30,0.25,12.454252490232086,1.4073091756048761,49.6041162314893,0.7014592711834245,0.2510729640280533,0
5%,75-105/x30,0.5,13.850103767100297,2.8031604524730867,47.27090273457717,0.7798988668823261,0.2929942727107977,0
5%,75-105/x30,1.0,16.580389318271372,5.533446003644162,42.48361328463968,0.934460642035591,0.3902772866136166,0
5%,75-105/x30,1.5,19.373791184385738,8.326847869758527,37.45242504636161,1.0849875901553596,0.5172907004126783,0
5%,75-105/x30,2.0,22.155121061228854,11.108177746601644,32.87486464003484,1.2181386258855553,0.6739228070995146,0
5%,75-105/x30,3.3000000000000003,29.527405780770046,18.480462466142836,27.494162404742838,1.4533740677026488,1.0739518209755123,0
5%,75-105/x45,0.25,12.585264907164406,1.538321592537196,49.97999723753191,0.7054760662406042,0.25180603446919847,0
5%,75-105/x45,0.5,14.112588410474336,3.0656450958471257,48.04284031270269,0.7880538365317882,0.2937500846872894,0
5%,75-105/x45,1.0,17.218435965999014,6.171492651371803,44.26147903256326,0.9564865099139521,0.3890162810269258,0
5%,75-105/x45,1.5,20.341364918300254,9.294421603673044,40.581574413791294,1.1201820299486962,0.5012463220595852,0
5%,75-105/x45,2.0,23.567376383644145,12.520433069016935,36.47812850142948,1.2759622110417352,0.6460686814763702,0
5%,75-105/x45,3.3000000000000003,32.19205508315397,21.145111768526757,28.825173314850712,1.5892982309098904,1.116803522099506,0
5%,90-120/x1,0.25,11.984948126465799,0.9380048118385886,51.03831867083706,0.6938659487872991,0.23482254977403705,0
5%,90-120/x1,0.5,12.866457566003708,1.8195142513764981,50.059121788064864,0.7666673772236655,0.25702523549007483,0
5%,90-120/x1,1.0,14.583576953710953,3.5366336390837425,48.09724896158565,0.9105876941938181,0.30321020990948105,0
5%,90-120/x1,1.5,16.29565553303991,5.248712218412699,46.19141060687667,1.0394654480230696,0.3527854057484428,0
5%,90-120/x1,2.0,17.970940961516636,6.9239976468894255,44.23132687068879,1.1330318117814342,0.40629441242075004,0
5%,90-120/x1,3.3000000000000003,22.264405373760866,11.217462059133656,38.72698053344361,1.2007782409254781,0.5749068237977889,0
5%,90-120/x7,0.25,11.980735880219484,0.9337925655922739,50.79247081425101,0.693865755680435,0.23587621724552943,0
5%,90-120/x7,0.5,12.848942674666342,1.8019993600391313,49.494634345038705,0.766847808806775,0.2596027396645331,0
5%,90-120/x7,1.0,14.590721717555489,3.543778402928279,47.05207057561326,0.9141406576658535,0.31009733554887914,0
5%,90-120/x7,1.5,16.291550223318918,5.244606908691708,44.394731023844535,1.047886130241012,0.36697035543629447,0
5%,90-120/x7,2.0,17.973867751273986,6.926924436646775,41.740810333405335,1.1455649873651381,0.43060658400513685,0
5%,90-120/x7,3.3000000000000003,22.254690116374864,11.207746801747653,34.650723173142104,1.2095205017714035,0.642257594601216,0
5%,90-120/x10,0.25,12.009598897131713,0.9626555825045031,50.90270822715811,0.6957874149176009,0.23593241529581788,0
5%,90-120/x10,0.5,12.908768823428328,1.8618255088011182,49.774994857537244,0.771204780133543,0.25934244414037544,0
5%,90-120/x10,1.0,14.67875891574446,3.6318156011172498,47.52289461263636,0.9252833981702019,0.3088776269920514,0
5%,90-120/x10,1.5,16.43451943221841,5.387576117591198,45.26471185601362,1.0683994812560327,0.36307575500527595,0
5%,90-120/x10,2.0,18.19878195132054,7.151838636693331,42.858032411327464,1.1808042742754188,0.42462943181009327,0
5%,90-120/x10,3.3000000000000003,22.662789735852517,11.615846421225307,36.7476241190071,1.2664603252667148,0.6167144211135698,0
5%,90-120/x14,0.25,12.064639556421831,1.0176962417946207,51.05568996498874,0.6988029289326911,0.23630352590857384,0
5%,90-120/x14,0.5,13.009899948280124,1.9629566336529134,50.10094302978298,0.7770024448201828,0.2596737538562151,0
5%,90-120/x14,1.0,14.888377475225667,3.8414341605984568,48.18307992632794,0.9397830069802225,0.3089959690827161,0
5%,90-120/x14,1.5,16.74625684096085,5.69931352633364,46.3173367342551,1.0936459067090156,0.36155483068990346,0
5%,90-120/x14,2.0,18.584954299167734,7.538010984540524,44.268823790111526,1.2169369590239243,0.41982037714133075,0
5%,90-120/x14,3.3000000000000003,23.282266536841647,12.235323222214436,39.118067961584934,1.3212934083440475,0.5951793570097965,0
5%,90-120/x21,0.25,12.18663156949824,1.1396882548710305,49.64024570789227,0.7006938950956011,0.24549901789790488,0
5%,90-120/x21,0.5,13.311337762324671,2.2643944476974607,46.933679473162904,0.7833465804967665,0.2836201617206725,0
5%,90-120/x21,1.0,15.467340080470414,4.420396765843204,41.791347152887084,0.9532524269886533,0.37010867402492625,0
5%,90-120/x21,1.5,17.57477145818882,6.52782814356161,36.58874754156467,1.121878457837126,0.48033268802721246,0
5%,90-120/x21,2.0,19.65009831993003,8.60315500530282,31.262612631307086,1.2712397143211953,0.6285494610342317,0
5%,90-120/x21,3.3000000000000003,24.98957258170926,13.94262926708205,21.99188281492698,1.4821538555459435,1.1363089187046596,0
5%,90-120/x25,0.25,12.333051953461883,1.2861086388346727,49.86508019450465,0.7043165714030647,0.24732842914029923,0
5%,90-120/x25,0.5,13.58087057214421,2.533927257517,47.45468595891992,0.7864184675464533,0.286186080419977,0
5%,90-120/x25,1.0,15.99432039609654,4.94737708146933,42.90731315048579,0.9475089408042797,0.3727644362162876,0
5%,90-120/x25,1.5,18.34136963674018,7.294426322112969,38.3079748138221,1.0920987520034473,0.47878724275767076,0
5%,90-120/x25,2.0,20.688883110098978,9.641939795471767,33.33175408168189,1.2086803342289933,0.6206959003537396,0
5%,90-120/x25,3.3000000000000003,26.588160166352193,15.541216851724982,23.439052057331153,1.3417034678555293,1.134353048976487,0
5%,90-120/x30,0.25,12.323572632605861,1.2766293179786512,49.338784422314454,0.7023120967625908,0.2497745491077052,0
5%,90-120/x30,0.5,13.580648103772841,2.533704789145631,46.33476536070717,0.7840454556543678,0.29309845421791014,0
5%,90-120/x30,1.0,16.001324864144163,4.9543815495169525,40.67087278241105,0.9447086749387313,0.39343450900970733,0
5%,90-120/x30,1.5,18.384169086944667,7.337225772317456,34.865606935530344,1.0950051185929357,0.5272866501632585,0
5%,90-120/x30,2.0,20.73697341779035,9.690030103163139,28.685582682158607,1.2228295699768528,0.7229057763113872,0
5%,90-120/x30,3.3000000000000003,26.713014189541042,15.666070874913832,23.453105410299692,1.4040803070214127,1.1389968928297967,0
5%,90-120/x45,0.25,12.244027436436111,1.197084121808901,50.351798981286535,0.695559557140477,0.2431696122910456,0
5%,90-120/x45,0.5,13.413260959605356,2.366317644978146,48.54370534238953,0.7698749627826224,0.2763130845698458,0
5%,90-120/x45,1.0,15.734121358824327,4.6871780441971165,45.16043178093484,0.9229129067104447,0.3484050248932014,0
5%,90-120/x45,1.5,18.062159812237443,7.015216497610233,41.690849151597355,1.0771295813968627,0.4332403915919138,0
5%,90-120/x45,2.0,20.442029327602906,9.395086012975696,37.99347327191715,1.2263643699100788,0.5380405518942807,0
5%,90-120/x45,3.3000000000000003,26.677691245859258,15.630747931232047,28.74596787795014,1.5176142526205187,0.9280498523872153,0
5%,120-180/x1,0.25,11.715966462990156,0.6690231483629461,50.707503736216175,0.6797316203440917,0.23104995512966678,0
5%,120-180/x1,0.5,12.313546679173237,1.266603364546027,49.54445517951596,0.7363903261387509,0.24853531307503904,0
5%,120-180/x1,1.0,13.521926074872393,2.474982760245183,47.0698906741297,0.8601104468139024,0.28727336905212403,0
5%,120-180/x1,1.5,14.698443394306082,3.651500079678872,44.481603727642195,0.9879482280377692,0.33043870190255825,0
5%,120-180/x1,2.0,15.863699168809653,4.816755854182443,41.88763389182617,1.1071233020251303,0.37872034524025117,0
5%,120-180/x1,3.3000000000000003,18.814156519929703,7.767213205302493,34.82108834703943,1.2972650522485267,0.5403092612275954,0
5%,120-180/x7,0.25,11.695433497060126,0.6484901824329157,50.648280344680785,0.67890187076395,0.23091472044989994,0
5%,120-180/x7,0.5,12.264697365976641,1.2177540513494307,49.4433046527642,0.7347865578298827,0.24805577726065212,0
5%,120-180/x7,1.0,13.431853613127354,2.3849102985001434,46.72014198565917,0.85982868588347,0.287495992996988,0
5%,120-180/x7,1.5,14.581207648103067,3.534264333475857,44.032718325557354,0.9928533358525823,0.3311448441655686,0
5%,120-180/x7,2.0,15.725603659878718,4.678660345251508,41.29946675970335,1.1215880699888932,0.3807701380595664,0
5%,120-180/x7,3.3000000000000003,18.65236557805654,7.605422263429329,33.81371031815359,1.3437067083939949,0.5516213808705468,0
5%,120-180/x10,0.25,11.769903876117805,0.722960561490595,50.58329355035238,0.682564713452229,0.23268362042107105,0
5%,120-180/x10,0.5,12.413052890884014,1.3661095762568038,49.303416533142475,0.7421593841806552,0.2517686149100799,0
