OTM,DTE,AnnualBudget%,PerRebal%,Annual%,Excess%,MaxDD%,Sharpe,Calmar,Sortino,Trades
5%,60-90/x7,3.33,0.278,12.582258944858227,1.5353156302310165,48.482318127991384,0.7259071955874299,0.2595226348633241,0.8993884898810811,0
5%,60-90/x7,5.0,0.417,13.329807292477058,2.282863977849848,46.65251640185421,0.7789456994389861,0.2857253653298596,0.974664658747932,0
5%,60-90/x10,2.0,0.167,11.929003192906107,0.8820598782788966,49.97678916589863,0.6815777362159123,0.2386908681409608,0.8369594323328535,0
5%,60-90/x10,3.33,0.278,12.500981887870989,1.4540385732437784,48.41387756761949,0.7221442201637255,0.25821071386837197,0.893257886353453,0
5%,60-90/x10,5.0,0.417,13.204699234301565,2.1577559196743543,46.54093420356071,0.7732123954450089,0.28372226428775277,0.9651219680536879,0
5%,60-90/x14,2.0,0.167,11.977459264120416,0.9305159494932056,50.08810230674634,0.6844093854340255,0.23912783101202015,0.8403456176502632,0
5%,60-90/x14,3.33,0.278,12.569864418494126,1.5229211038669153,48.59814005312016,0.7256461136953493,0.25864908419858545,0.8965092821595971,0
5%,60-90/x14,5.0,0.417,13.309579976083352,2.262636661456142,46.86260343866514,0.7789319861093134,0.28401281617875196,0.9704636039950917,0
5%,60-90/x21,2.0,0.167,11.990470711751367,0.9435273971241571,50.49250670867747,0.6787288019800304,0.23747029991859617,0.8299481195372262,0
5%,60-90/x21,3.33,0.278,12.611945604713238,1.5650022900860279,49.18889440602133,0.7164399871832934,0.25639823291432584,0.8787255257198908,0
5%,60-90/x21,5.0,0.417,13.378723900059342,2.3317805854321314,47.72730149367277,0.7625639293532749,0.2803159508574556,0.9395523270881956,0
5%,60-90/x25,2.0,0.167,12.131263177513363,1.0843198628861526,50.815544996566196,0.6822769971394159,0.2387313405441803,0.8340736699747606,0
5%,60-90/x25,3.33,0.278,12.845406871644037,1.7984635570168273,49.77709331203509,0.7211981895070487,0.25805859717683194,0.8840755768910955,0
5%,60-90/x25,5.0,0.417,13.756590223779884,2.7096469091526743,48.56753277221691,0.7711422894527753,0.28324663491346536,0.9494348971052369,0
5%,60-90/x30,2.0,0.167,12.146437506950347,1.099494192323137,50.537085899114544,0.6831897800004096,0.24034701033608993,0.8349200202886775,0
5%,60-90/x30,3.33,0.278,12.873694916986933,1.8267516023597228,49.51373067787146,0.7224873441907377,0.26000252335541363,0.8847723541167899,0
5%,60-90/x30,5.0,0.417,13.782615573324142,2.7356722586969315,48.08193564176988,0.7726548238891019,0.2866485175640655,0.9499815105811331,0
5%,60-90/x45,2.0,0.167,12.316088286475901,1.2691449718486911,50.71553416163466,0.6891999458176401,0.2428464668679915,0.8413462041245154,0
5%,60-90/x45,3.33,0.278,13.154688348590703,2.107745033963493,49.82283189578076,0.7328714462237622,0.26402931844796856,0.8965006372656926,0
5%,60-90/x45,5.0,0.417,14.20765196935685,3.160708654729639,48.59944054100615,0.7880952365946999,0.2923418831821538,0.9673958095737725,0
5%,75-105/x1,2.0,0.167,12.234653691065933,1.187710376438723,49.14507143456763,0.6952557052790136,0.24894975902833522,0.8575694270121563,0
5%,75-105/x1,3.33,0.278,12.94512265608061,1.8981793414533996,47.7473032586887,0.7392152081105967,0.2711173568472676,0.9213168599633011,0
5%,75-105/x1,5.0,0.417,13.869880821749314,2.822937507122104,45.635091340137926,0.7976697223725903,0.3039301645825827,1.0113244669391626,0
5%,75-105/x7,2.0,0.167,12.023926568155986,0.9769832535287755,49.54768026172736,0.6856123852881204,0.24267385485337756,0.8428186800118451,0
5%,75-105/x7,3.33,0.278,12.634149324378141,1.5872060097509308,47.91690238400436,0.7269012865683777,0.263667906225,0.9001791754271865,0
5%,75-105/x7,5.0,0.417,13.389140780121522,2.342197465494312,45.97478413559982,0.7777932370773357,0.2912279205190191,0.9724403326355897,0
5%,75-105/x10,2.0,0.167,11.957429890108639,0.9104865754814284,49.546429531715816,0.6825558997951081,0.2413378724385056,0.8382757460075685,0
5%,75-105/x10,3.33,0.278,12.51830989228333,1.47136657765612,47.91335400302752,0.7215694028254038,0.26126974729200403,0.8920635897698924,0
5%,75-105/x10,5.0,0.417,13.227449755974696,2.180506441347486,45.90036069015591,0.7705826636291958,0.2881774686971369,0.9607365492284693,0
5%,75-105/x14,2.0,0.167,11.978741887324418,0.9317985726972076,49.73506854204236,0.6835065731071217,0.2408510179733335,0.8388659624658488,0
5%,75-105/x14,3.33,0.278,12.574590887334057,1.5276475727068473,48.15295580726523,0.7243264499166711,0.2611385049271851,0.8944504645010277,0
5%,75-105/x14,5.0,0.417,13.30005183215297,2.25310851752576,46.38307561203908,0.7742532931817644,0.28674363777422385,0.9636596047060724,0
5%,75-105/x21,2.0,0.167,11.926723508517533,0.8797801938903227,50.32153719537029,0.6758196433179513,0.23701031751499876,0.8259000942747418,0
5%,75-105/x21,3.33,0.278,12.482777249233944,1.435833934606734,49.156286290200114,0.7098092206083929,0.253940608441011,0.8699214990453801,0
5%,75-105/x21,5.0,0.417,13.206185569724639,2.1592422550974284,47.57624234833753,0.7537127349149132,0.27757941606723185,0.9279436876464775,0
5%,75-105/x25,2.0,0.167,12.080235559863105,1.033292245235895,50.5898226680076,0.6791243236504831,0.23878786132813434,0.8296530209486578,0
5%,75-105/x25,3.33,0.278,12.724381561305043,1.6774382466778324,49.69959759745868,0.7141504882939387,0.2560258468160251,0.8740664880922635,0
5%,75-105/x25,5.0,0.417,13.57782722373293,2.53088390910572,48.44869673827547,0.760972837542619,0.28025165046402917,0.9353808178305312,0
5%,75-105/x30,2.0,0.167,12.013307237479909,0.9663639228526986,50.47170382699817,0.6768205811417584,0.2380206398154878,0.8268044862317467,0
5%,75-105/x30,3.33,0.278,12.605264298390772,1.5583209837635614,49.51371687107837,0.7098783121092294,0.254581257375846,0.8688437341568791,0
5%,75-105/x30,5.0,0.417,13.368663581574936,2.3217202669477253,48.191663124613825,0.7524778280973893,0.2774061469305654,0.9232212487070627,0
5%,75-105/x45,2.0,0.167,12.088325074248086,1.0413817596208759,50.68856864873016,0.6787938663109022,0.2384822731535332,0.8288080575933692,0
5%,75-105/x45,3.33,0.278,12.773078726093745,1.7261354114665348,49.71493122196442,0.7155980099308669,0.25692640846801584,0.8755013947234292,0
5%,75-105/x45,5.0,0.417,13.605625643928532,2.5586823293013214,48.73985198247725,0.7603087413018533,0.27914786546376813,0.932468920975545,0
5%,90-120/x1,2.0,0.167,11.67524762782557,0.6283043131983597,51.42818516194742,0.6696191647300241,0.2270204089656324,0.8219769540045229,0
5%,90-120/x1,3.33,0.278,12.061411582561243,1.014468267934033,51.00754513115191,0.7001984392257359,0.2364632830603518,0.8639604883484828,0
5%,90-120/x1,5.0,0.417,12.5599366160976,1.5129933014703898,50.39447044344809,0.7409259795078379,0.24923243573304674,0.921091894215656,0
5%,90-120/x7,2.0,0.167,11.675677567308785,0.6287342526815749,51.27674379125153,0.6697560018556075,0.22769927854312785,0.8219571440015819,0
5%,90-120/x7,3.33,0.278,12.072553719467516,1.0256104048403056,50.57788177202409,0.702060539120463,0.2386923551659127,0.8664588993056355,0
5%,90-120/x7,5.0,0.417,12.56114559985797,1.514202285230759,49.97727862686489,0.7415666359504224,0.2513371264898331,0.9215621742753525,0
5%,90-120/x10,2.0,0.167,11.690925801839459,0.6439824872122486,51.35000393938236,0.6707088479827985,0.22767137107993915,0.8231589405363186,0
5%,90-120/x10,3.33,0.278,12.081779357689726,1.0348360430625156,50.86231673035694,0.7020129836158061,0.23753891160208934,0.866408634803329,0
5%,90-120/x10,5.0,0.417,12.606459120678327,1.5595158060511167,50.16413322407436,0.7449138469926949,0.25130423492752263,0.9268324754769021,0
5%,90-120/x14,2.0,0.167,11.72331296015905,0.6763696455318389,51.43606204705837,0.6725285036365539,0.22792011078595986,0.8258164055941487,0
5%,90-120/x14,3.33,0.278,12.146279431844897,1.0993361172176872,51.02259851056742,0.7055755163018071,0.23805685689115286,0.8713578972334758,0
5%,90-120/x14,5.0,0.417,12.691747233540696,1.6448039189134853,50.426443452849654,0.7501025697660972,0.251688327879159,0.9342815686552595,0
5%,90-120/x21,2.0,0.167,11.817359888904067,0.7704165742768563,50.38356168563345,0.6750106059271462,0.2345479258222769,0.8294824241592124,0
5%,90-120/x21,3.33,0.278,12.316533952294062,1.2695906376668518,49.227223468575865,0.7102630108229693,0.250197615962564,0.8783659111359416,0
5%,90-120/x21,5.0,0.417,12.908128393465779,1.8611850788385684,48.01308051679541,0.7534239081486096,0.2688460780797099,0.9399807307952072,0
5%,90-120/x25,2.0,0.167,11.90471459719289,0.8577712825656789,50.54563821746623,0.6769427540488897,0.2355240732340614,0.8313004467368412,0
5%,90-120/x25,3.33,0.278,12.487437474548791,1.440494159921581,49.522591493249855,0.7142747889638286,0.2521563815223782,0.8829173995591992,0
5%,90-120/x25,5.0,0.417,13.149724871965285,2.1027815573380746,48.44411157891434,0.7572960736471115,0.2714411399731149,0.9445507616542582,0
5%,90-120/x30,2.0,0.167,11.905383354096543,0.8584400394693326,50.20903646314243,0.6760423182603035,0.2371163478278671,0.8286098060579908,0
5%,90-120/x30,3.33,0.278,12.485246173907472,1.4383028592802614,48.932075954971964,0.71241280395018,0.2551546389610893,0.877354135175549,0
5%,90-120/x30,5.0,0.417,13.12679203166427,2.079848717037059,47.578098832765704,0.7542811039895673,0.27589988573953306,0.9351761806044936,0
5%,90-120/x45,2.0,0.167,11.84204718486117,0.7951038702339606,50.88839923246833,0.6712758739522977,0.23270622309741645,0.8200590036336688,0
5%,90-120/x45,3.33,0.278,12.367189689347535,1.320246374720325,50.12500573094356,0.7036942812554274,0.2467269481370438,0.8613242493835835,0
5%,90-120/x45,5.0,0.417,13.001461361322452,1.9545180466952417,49.281292264639184,0.7433257230729763,0.2638214373824648,0.9125180822424804,0
5%,120-180/x1,2.0,0.167,11.534241639380284,0.48729832475307333,51.09319652255755,0.6622710853044158,0.22574907080413215,0.8127809142422437,0
5%,120-180/x1,3.33,0.278,11.782427707298693,0.7354843926714825,50.71337523586822,0.6849170784004506,0.23233373153529122,0.84411507549229,0
5%,120-180/x1,5.0,0.417,12.11507665161784,1.0681333369906305,50.006197464146986,0.7168363183027988,0.24227150365320227,0.8897590990549686,0
5%,120-180/x7,2.0,0.167,11.50827420204914,0.46133088742192996,51.08971577901883,0.6610875923473388,0.22525617977258897,0.8106108081366025,0
5%,120-180/x7,3.33,0.278,11.75129655649938,0.7043532418721696,50.66858356042101,0.6836317022215123,0.23192471016061175,0.8413704060933643,0
5%,120-180/x7,5.0,0.417,12.07575816493982,1.0288148503126102,49.87864541638064,0.7157758798403524,0.24210276891308724,0.8866585961835927,0
5%,120-180/x10,2.0,0.167,11.550266893566373,0.5033235789391632,51.03695620257391,0.6631423108459426,0.22631182877994332,0.8133563212014857,0
5%,120-180/x10,3.33,0.278,11.828948381402626,0.7820050667754153,50.59436900066218,0.6875156677130465,0.2337997017266449,0.8464396530633949,0
5%,120-180/x10,5.0,0.417,12.197330903118587,1.1503875884913768,49.76479181693843,0.7220774421909658,0.24509960672571296,0.8953385655253052,0
5%,120-180/x14,2.0,0.167,11.542391156865573,0.495447842238363,50.96890488432852,0.662889736651794,0.2264594694169018,0.8127581317926776,0
5%,120-180/x14,3.33,0.278,11.810149217114985,0.7632059024877744,50.512686583788394,0.6872209677851505,0.2338056044103849,0.8460445548527161,0
5%,120-180/x14,5.0,0.417,12.17358076008166,1.126637445454449,49.639937512576914,0.7212029926412851,0.2452376326420098,0.8933849492609056,0
5%,120-180/x21,2.0,0.167,11.543215809580154,0.4962724949529438,51.02466155291749,0.6600429121056587,0.22622817003124512,0.8076591079053085,0
5%,120-180/x21,3.33,0.278,11.808316153053354,0.7613728384261442,50.55428010389428,0.6819994149577364,0.23357698158862203,0.8371183585134329,0
5%,120-180/x21,5.0,0.417,12.187254574009065,1.1403112593818552,49.74549045071966,0.7128607113297948,0.24499214830502802,0.8787403786412648,0
5%,120-180/x25,2.0,0.167,11.602878571267027,0.5559352566398168,51.140679335852255,0.6626338384339319,0.22688158862865968,0.810742958467678,0
5%,120-180/x25,3.33,0.278,11.910057336210421,0.8631140215832112,50.72340762983101,0.6862406828821,0.23480396709794363,0.8421476416354038,0
5%,120-180/x25,5.0,0.417,12.343176937807998,1.2962336231807878,50.02933823156539,0.7193355087435821,0.24671877290633887,0.8868554152848257,0
5%,120-180/x30,2.0,0.167,11.527180070673836,0.48023675604662586,51.196739524670164,0.6591361566743029,0.22515457385951768,0.8062779821004794,0
5%,120-180/x30,3.33,0.278,11.782125246103048,0.7351819314758377,50.807142442087425,0.6798267000278447,0.2318989945071781,0.833662234242641,0
5%,120-180/x30,5.0,0.417,12.147528056214952,1.1005847415877419,50.13403413203725,0.7102940145483198,0.2423010289621256,0.8752868875301197,0
5%,120-180/x45,2.0,0.167,11.563989085571436,0.5170457709442253,51.286684445046916,0.657699357446387,0.22547741603304686,0.8030957421251946,0
5%,120-180/x45,3.33,0.278,11.852879897774947,0.8059365831477372,50.942433629137454,0.678216470674607,0.23267203887557264,0.8292575854728608,0
5%,120-180/x45,5.0,0.417,12.23326589667173,1.1863225820445198,50.368875992563,0.7058708048285264,0.24287351376429325,0.8655308810301282,0
5%,150-210/x1,2.0,0.167,11.44927065386252,0.4023273392353097,51.05084969229898,0.6580923438573598,0.22427189210113463,0.8059744650108063,0
5%,150-210/x1,3.33,0.278,11.641211552615417,0.5942682379882065,50.52269663701948,0.6783680085727034,0.23041548308974374,0.8337081990435244,0
5%,150-210/x1,5.0,0.417,11.951343440116634,0.9044001254894241,49.66679909169214,0.7091258215984665,0.2406304343884275,0.876298892798611,0
5%,150-210/x7,2.0,0.167,11.47882805224134,0.43188473761412993,51.14009605376402,0.6594457537607008,0.22445847657723506,0.8080263960781856,0
5%,150-210/x7,3.33,0.278,11.68787788389485,0.6409345692676389,50.701502725663296,0.6805880768792368,0.2305233031678736,0.8370774877859473,0
5%,150-210/x7,5.0,0.417,12.018984326208138,0.9720410115809273,49.89584009966015,0.7125237181455444,0.24088149036476492,0.881232616634464,0
5%,150-210/x10,2.0,0.167,11.478974544691267,0.43203123006405697,51.068682075926766,0.6595034116326621,0.22477522579542608,0.8086705465769533,0
5%,150-210/x10,3.33,0.278,11.688342219708625,0.6413989050814148,50.60293861944744,0.6806898641859432,0.23098149116614,0.838386107922116,0
5%,150-210/x10,5.0,0.417,12.00825725766741,0.9613139430401993,49.753694228360104,0.7118634558577897,0.241354083227504,0.8822468738827902,0
5%,150-210/x14,2.0,0.167,11.448770903932036,0.4018275893048262,50.95894750912888,0.658154255003521,0.22466654951774823,0.8064497900917467,0
5%,150-210/x14,3.33,0.278,11.642366948055894,0.595423633428684,50.424405499218494,0.6785526327509662,0.23088754012650348,0.8345259933631438,0
5%,150-210/x14,5.0,0.417,11.943403819607724,0.8964605049805137,49.470014736115495,0.70920084538582,0.24142713284636363,0.8772505110058293,0
5%,150-210/x21,2.0,0.167,11.391114836904226,0.34417152227701564,51.23450501227311,0.6533514577999889,0.2223328757480044,0.7990222875986424,0
5%,150-210/x21,3.33,0.278,11.59786724276577,0.550923928138559,50.94372720985041,0.672853768004186,0.2276603593410264,0.8252469793820515,0
5%,150-210/x21,5.0,0.417,11.780450737028648,0.7335074224014377,50.067519143012404,0.6948926512475495,0.23529128142696815,0.8546899766301738,0
5%,150-210/x25,2.0,0.167,11.422332206295739,0.3753888916685284,51.26428043907746,0.654406244338947,0.2228126896245048,0.79969882214718,0
5%,150-210/x25,3.33,0.278,11.646354634623624,0.5994113199964133,51.03193943293822,0.6745433217073542,0.22821697086249798,0.8266105269986215,0
5%,150-210/x25,5.0,0.417,11.867412487137518,0.8204691725103075,50.12210873669666,0.6984387298634961,0.2367700159919419,0.8584420113245301,0
5%,150-210/x30,2.0,0.167,11.462643497015467,0.4157001823882567,50.94495862294066,0.6563373446730477,0.2250005458215017,0.8027839645114221,0
5%,150-210/x30,3.33,0.278,11.725777217074196,0.6788339024469856,50.04244772553748,0.6797710018726085,0.23431662018983018,0.8345235100494701,0
5%,150-210/x30,5.0,0.417,12.037068266832641,0.9901249522054307,49.07552361573253,0.7083283629641274,0.24527641031574896,0.8734901839691324,0
5%,150-210/x45,2.0,0.167,11.471405701596748,0.4244623869695374,51.15067663086536,0.6563666059666151,0.22426693950466078,0.8027159637620922,0
5%,150-210/x45,3.33,0.278,11.7614187021307,0.714475387503489,50.34217594098105,0.6812606731911606,0.23362952598471845,0.8370204034706433,0
5%,150-210/x45,5.0,0.417,12.075649311452263,1.0287059968250531,49.581819089662325,0.7090869020481212,0.24354994498316024,0.8745759299285115,0
5%,180-270/x1,2.0,0.167,11.302737918861606,0.2557946042343957,51.2957580537727,0.6504238910522193,0.22034449528970967,0.7966100003283282,0
5%,180-270/x1,3.33,0.278,11.449875551491907,0.4029322368646966,50.74063300399092,0.6681382971596291,0.2256549608001803,0.82143614114192,0
5%,180-270/x1,5.0,0.417,11.626423865305568,0.5794805506783582,50.16072582189992,0.6910383788652452,0.23178340573831033,0.8537021127216563,0
5%,180-270/x7,2.0,0.167,11.327732150620973,0.2807888359937625,51.232808201527355,0.6516055745991455,0.2211030889827989,0.7982114946520259,0
5%,180-270/x7,3.33,0.278,11.48556998112249,0.4386266664952796,50.64228374754756,0.6698319349879676,0.22679802590219283,0.8237111361599668,0
5%,180-270/x7,5.0,0.417,11.662151601832505,0.6152082872052951,49.99848998929015,0.6927613769645482,0.23325007623891397,0.8560800621596263,0
5%,180-270/x10,2.0,0.167,11.320235901625475,0.27329258699826475,51.28581772316778,0.6512416534263685,0.22072838855237142,0.7977641436095015,0
5%,180-270/x10,3.33,0.278,11.47127456551127,0.4243312508840589,50.73014008562119,0.6691373882875549,0.22612345532952027,0.8228483799068577,0
5%,180-270/x10,5.0,0.417,11.631618448901282,0.5846751342740717,50.13757344523666,0.6912714895714125,0.2319940445782852,0.8541335320939304,0
5%,180-270/x14,2.0,0.167,11.321257375022785,0.27431406039557515,51.31617979293072,0.651269141086914,0.22061769642062085,0.7976863241599877,0
5%,180-270/x14,3.33,0.278,11.471975404363288,0.425032089736078,50.77988248295956,0.6691243789375982,0.2259157533145728,0.8225986739068036,0
5%,180-270/x14,5.0,0.417,11.638363818570463,0.5914205039432527,50.21779703303751,0.6915011510544435,0.23175775335014723,0.8541561273620721,0
5%,180-270/x21,2.0,0.167,11.387556202862005,0.3406128882347943,50.896118792927524,0.6550171664683542,0.2237411510530427,0.8030167812330412,0
5%,180-270/x21,3.33,0.278,11.524067832931406,0.4771245183041959,50.395693767351155,0.671821715268825,0.22867167750743958,0.8265687350570478,0
5%,180-270/x21,5.0,0.417,11.739801836325636,0.692858521698426,49.41317953590881,0.6976992265440631,0.23758442477465475,0.8633551505522837,0
5%,180-270/x25,2.0,0.167,11.412797179153067,0.36585386452585666,50.98200106426983,0.6556413715080699,0.22385934135393518,0.8031281355403667,0
5%,180-270/x25,3.33,0.278,11.575879703608184,0.5289363889809735,50.5108726033855,0.6732276994527758,0.22917599928440568,0.82686507751218,0
5%,180-270/x25,5.0,0.417,11.816356000183404,0.769412685556194,49.616198550224844,0.699518133176268,0.23815520627244538,0.8636637150030235,0
5%,180-270/x30,2.0,0.167,11.409726777954088,0.3627834633268776,50.91331295431591,0.655430267273422,0.22410104775919687,0.8028528785342992,0
5%,180-270/x30,3.33,0.278,11.57069970501572,0.5237563903885096,50.36007823144071,0.6729692840161274,0.22975936716857445,0.8270189862452436,0
5%,180-270/x30,5.0,0.417,11.805057617922099,0.7581143032948887,49.39707593277678,0.6986648179972303,0.23898292348290617,0.8628724626111811,0
5%,180-270/x45,2.0,0.167,11.405821002802853,0.35887768817564236,51.13920979435904,0.654943928957482,0.22303475256399016,0.802242824450064,0
5%,180-270/x45,3.33,0.278,11.56384068294225,0.5168973683150391,50.827822828787504,0.6719289476099568,0.22751005334017185,0.8257523622034822,0
5%,180-270/x45,5.0,0.417,11.790973621830215,0.7440303072030048,50.01747162274896,0.6966700584724922,0.23573709824363537,0.8599364881142358,0
10%,30-60/x1,2.0,0.167,12.77819389109851,1.7312505764713002,47.62491958596408,0.7198187072916528,0.2683089861817735,0.8950688728058905,0
10%,30-60/x1,3.33,0.278,13.878963100739306,2.8320197861120953,44.88526545167235,0.775997908017785,0.3092097810067022,0.985415945333672,0
10%,30-60/x1,5.0,0.417,15.200640616261406,4.153697301634196,41.550034424820396,0.8348047745329724,0.36583942291949406,1.0960160790157725,0
10%,30-60/x7,2.0,0.167,12.117098510594326,1.070155195967116,49.11879520245728,0.6864300373957936,0.2466896523143577,0.8452723580198508,0
10%,30-60/x7,3.33,0.278,12.756847029155516,1.7099037145283056,47.26180307897753,0.7238535311126806,0.2699187546407825,0.8984632470265173,0
10%,30-60/x7,5.0,0.417,13.55786428781447,2.5109209731872593,44.88704904474541,0.7688866165864319,0.30204400993924524,0.965112454156938,0
10%,30-60/x10,2.0,0.167,12.772896278322342,1.725952963695132,48.593428132948034,0.7162939558812537,0.26285233969039273,0.8833439720205725,0
10%,30-60/x10,3.33,0.278,13.845708907129971,2.798765592502761,46.40101794490751,0.7718399839319918,0.2983923525895305,0.9634968213304969,0
10%,30-60/x10,5.0,0.417,15.197577304234189,4.150633989606979,43.563041744910315,0.8370280128197157,0.3488640070917407,1.067183106437139,0
10%,30-60/x14,2.0,0.167,12.610460729464346,1.5635174148371362,49.791680574361195,0.7086815155216997,0.25326441252834,0.8714769691603529,0
10%,30-60/x14,3.33,0.278,13.58969709454354,2.54275377991633,48.37497142264178,0.7612096761689737,0.28092413690156554,0.9438806407081181,0
