OTM,DTE,AnnualBudget%,PerRebal%,Annual%,Excess%,MaxDD%,Sharpe,Calmar,Sortino,Trades
5%,45-75/x21,2.0,0.333,12.609189872349958,1.562246557722748,49.30495571163982,0.6973402571721646,0.25573879319747983,0.8542316271195941,0
5%,45-75/x21,3.33,0.555,13.603865995992814,2.556922681365604,47.59300221816149,0.7425932396194986,0.28583752572771254,0.9146464063458429,0
5%,45-75/x21,5.0,0.833,14.857807074411733,3.8108637597845227,45.31262260447999,0.7979957822763957,0.3278955447823222,0.9916206898960701,0
5%,45-75/x25,2.0,0.333,12.727883887572355,1.6809405729451452,50.27197724176401,0.7016989282199599,0.25318049111858926,0.8614997747093952,0
5%,45-75/x25,3.33,0.555,13.807586317107656,2.760643002480446,49.214114217304626,0.7495145731630948,0.2805615124177658,0.9270258436522669,0
5%,45-75/x25,5.0,0.833,15.171063504956006,4.124120190328796,47.88410543023521,0.8075097342103053,0.31682879670916064,1.01063105590434,0
5%,45-75/x30,2.0,0.333,12.920021778050451,1.8730784634232407,49.5818598491914,0.710690587164492,0.26057961152219977,0.8717676622589047,0
5%,45-75/x30,3.33,0.555,14.122364440901048,3.075421126273838,48.070515268540895,0.7643759742834718,0.2937843366564294,0.9436088362827444,0
5%,45-75/x30,5.0,0.833,15.652113513188294,4.605170198561083,46.16838642950032,0.8304784267101795,0.3390223207624823,1.035954102806406,0
5%,60-90/x1,2.0,0.333,12.55584165823711,1.5088983436099,48.144651337633796,0.7219460373012422,0.2607941133519527,0.9013856231793396,0
5%,60-90/x1,3.33,0.555,13.499306609810247,2.452363295183037,45.859771858003064,0.7828524310410658,0.29436052694742004,1.0003714509194706,0
5%,60-90/x1,5.0,0.833,14.646517553821514,3.599574239194304,42.79300882224328,0.8532934348582787,0.34226426131103066,1.132115336654573,0
5%,60-90/x7,2.0,0.333,12.224115568082205,1.1771722534549944,48.46813874938109,0.7069459780674248,0.2522093045761593,0.8744071478369583,0
5%,60-90/x7,3.33,0.555,12.97122682856533,1.9242835139381196,46.18325654755767,0.7637208472872491,0.2808642741597938,0.9556103548982359,0
5%,60-90/x7,5.0,0.833,13.900078112897152,2.8531347982699415,43.18273639525822,0.8356879404089602,0.3218897011450965,1.063659500922777,0
5%,60-90/x10,2.0,0.333,12.125328564346184,1.0783852497189734,48.272847666572524,0.7029312648263472,0.2511832044402593,0.8676914950895487,0
5%,60-90/x10,3.33,0.555,12.764678431877607,1.7177351172503972,46.02760780510016,0.7535720230105414,0.2773265663931202,0.9381258276028658,0
5%,60-90/x10,5.0,0.833,13.604245580449593,2.5573022658223827,42.892919398217764,0.8221679518319869,0.31716762979334207,1.0369020449867064,0
5%,60-90/x14,2.0,0.333,12.180643261807678,1.1336999471804674,48.53234893241536,0.7058188364646377,0.2509798831037431,0.8698137635192563,0
5%,60-90/x14,3.33,0.555,12.870962351351078,1.8240190367238682,46.49619061113774,0.7594832448102372,0.2768175668195053,0.9430216891336862,0
5%,60-90/x14,5.0,0.833,13.769757040065933,2.722813725438723,43.582386731769965,0.832285954044851,0.31594775028757854,1.0448941450863916,0
5%,60-90/x21,2.0,0.333,12.429781065986155,1.3828377513589452,48.90770320859728,0.7009798086126815,0.2541477160146252,0.8606302971350407,0
5%,60-90/x21,3.33,0.555,13.313912716270671,2.266969401643461,46.734415672912924,0.7507098311709773,0.28488454438914407,0.9268595481859596,0
5%,60-90/x21,5.0,0.833,14.433591750972807,3.386648436345597,44.00539789204168,0.8123994815529638,0.3279959378252345,1.0113487256415101,0
5%,60-90/x25,2.0,0.333,12.596016929499232,1.5490736148720217,49.07996952766989,0.69810767426659,0.256642721067664,0.8550119536331776,0
5%,60-90/x25,3.33,0.555,13.590519652639044,2.5435763380118335,47.057330651963504,0.7440803076564565,0.2888077046518993,0.916768292159989,0
5%,60-90/x25,5.0,0.833,14.853810140474089,3.8068668258468783,44.37165149628042,0.8003187685184735,0.33475901030456917,0.9960400126110942,0
5%,60-90/x30,2.0,0.333,12.453371619565479,1.4064283049382684,48.88847154057253,0.6906469408908865,0.2547302304026917,0.8452958053082289,0
5%,60-90/x30,3.33,0.555,13.35949939019585,2.31255607556864,46.69056365121729,0.7321607421430584,0.28612846677098425,0.9010107115569298,0
5%,60-90/x30,5.0,0.833,14.503163762540705,3.456220447913495,43.86077806868707,0.7826490151319058,0.3306636225155056,0.9719014168715272,0
5%,60-90/x45,2.0,0.333,12.78537041838308,1.7384271037558694,49.346099066605284,0.7055815382347949,0.2590958689789425,0.8636434394803508,0
5%,60-90/x45,3.33,0.555,13.90857121672948,2.8616279021022706,47.55700018008554,0.756940008709291,0.292461071221092,0.9302024349725561,0
5%,60-90/x45,5.0,0.833,15.33918158904617,4.29223827441896,45.19052816819108,0.8207230307140613,0.33943355412790205,1.0159269727829698,0
5%,75-105/x1,2.0,0.333,12.631537458548415,1.5845941439212048,47.09333129046539,0.7279130140482837,0.2682234854153505,0.9096334361134446,0
5%,75-105/x1,3.33,0.555,13.626593209936576,2.579649895309366,44.10458474654944,0.7932963557677053,0.30896092295716865,1.0153753427043812,0
5%,75-105/x1,5.0,0.833,14.82823694713078,3.7812936325035693,40.04364218989498,0.8677239658657022,0.37030190402791796,1.1540909590245836,0
5%,75-105/x7,2.0,0.333,12.256479051480218,1.2095357368530077,47.59027677987847,0.710134174812509,0.25754166356650293,0.8789742166457564,0
5%,75-105/x7,3.33,0.555,13.063922017180074,2.016978702552864,44.24477636497131,0.77137546180728,0.29526473157908895,0.9671876470606184,0
5%,75-105/x7,5.0,0.833,13.998429943534884,2.9514866289076735,40.558345609196465,0.8432006836917162,0.34514302132582025,1.0750271321411047,0
5%,75-105/x10,2.0,0.333,12.131864186524544,1.0849208718973333,47.70698347196331,0.7040597330210194,0.2542995449220607,0.8691938953195958,0
5%,75-105/x10,3.33,0.555,12.840983668574335,1.7940403539471248,44.47063323555865,0.7600163336828973,0.28875198607036484,0.9475634505473505,0
5%,75-105/x10,5.0,0.833,13.701223271585139,2.6542799569579287,40.36922987307098,0.8306628578128599,0.33939768766123496,1.0493187359040914,0
5%,75-105/x14,2.0,0.333,12.214009640738798,1.1670663261115877,47.902206552579415,0.7079111221620608,0.2549780170842903,0.8724949823902062,0
5%,75-105/x14,3.33,0.555,13.011722675543824,1.964779360916614,44.760890271563646,0.7695043254276298,0.2906940098063711,0.9571012581668242,0
5%,75-105/x14,5.0,0.833,13.917101284714416,2.870157970087206,41.453407450928445,0.8422111705140466,0.33572876490766534,1.0591545739527135,0
5%,75-105/x21,2.0,0.333,12.368766221743655,1.3218229071164451,48.70302587704366,0.7007527489470173,0.253962993038051,0.8608232377718692,0
5%,75-105/x21,3.33,0.555,13.21418937242158,2.1672460577943706,46.66481664802396,0.7505046447807165,0.283172426714788,0.9272350006865852,0
5%,75-105/x21,5.0,0.833,14.307364369038567,3.2604210544113563,43.86777510707055,0.8138054373865151,0.32614748147399264,1.0146230957903695,0
5%,75-105/x25,2.0,0.333,12.494483386058874,1.4475400714316642,48.88255754197648,0.695855830422428,0.25560208005339324,0.8525957936881109,0
5%,75-105/x25,3.33,0.555,13.440024240284032,2.3930809256568217,46.69951864174392,0.7414084932339587,0.2877979180768304,0.9137231723605187,0
5%,75-105/x25,5.0,0.833,14.61596557196847,3.5690222573412598,44.13439080875434,0.7958422380534035,0.33116953251497694,0.9904730392525252,0
5%,75-105/x30,2.0,0.333,12.337788060488597,1.2908447458613868,48.80532805772601,0.6867602610269059,0.25279592518865357,0.8399566843101925,0
5%,75-105/x30,3.33,0.555,13.161518401318716,2.114575086691506,46.5413819395335,0.7255468612061352,0.2827917404433359,0.8914837217648057,0
5%,75-105/x30,5.0,0.833,14.19481407362586,3.14787075899865,43.7706800931283,0.7723920820071527,0.32429960063276125,0.9565200416951039,0
5%,75-105/x45,2.0,0.333,12.575271686958889,1.5283283723316785,49.279377601549754,0.6957747252832092,0.25518324903850687,0.850140967620837,0
5%,75-105/x45,3.33,0.555,13.553650193193745,2.5067068785665345,47.43653781807866,0.7405509426190853,0.2857217414384799,0.9072646162097232,0
5%,75-105/x45,5.0,0.833,14.815380902595265,3.768437587968055,45.0170479915316,0.796953246259443,0.3291060068039617,0.9816036602084502,0
5%,90-120/x1,2.0,0.333,12.038656781747804,0.9917134671205936,49.86582033077861,0.6897957104027618,0.2414210114641832,0.8466628136391748,0
5%,90-120/x1,3.33,0.555,12.658589303901714,1.6116459892745034,48.36862702103845,0.7332699080974612,0.26171074275884915,0.9069739502004743,0
5%,90-120/x1,5.0,0.833,13.41872800454016,2.3717846899129498,46.58562618522627,0.7866637298042783,0.2880443841451604,0.983861015229708,0
5%,90-120/x7,2.0,0.333,11.886574863611798,0.8396315489845882,49.79950453660654,0.6831064897057391,0.23868861696955707,0.8380673326640953,0
5%,90-120/x7,3.33,0.555,12.415121923210325,1.368178608583115,48.252970460328996,0.7231140101713837,0.25729238645354224,0.8926863232385535,0
5%,90-120/x7,5.0,0.833,13.046527748412329,1.9995844337851185,46.41288070467189,0.7719555190314237,0.28109713403544623,0.9607322823690969,0
5%,90-120/x10,2.0,0.333,12.010013015425635,0.9630697007984246,49.937806338851,0.6890316302774668,0.24049941108610517,0.8468299264155641,0
5%,90-120/x10,3.33,0.555,12.623914314453287,1.5769709998260772,48.49520233976198,0.7327729621187233,0.260312643424167,0.9075937069152952,0
5%,90-120/x10,5.0,0.833,13.358663473990928,2.311720159363718,46.7724219274264,0.7860090265879697,0.2856098299702902,0.9843417822961882,0
5%,90-120/x14,2.0,0.333,12.087134307604085,1.040190992976875,49.99862502973408,0.6926132356887422,0.24174933411500601,0.8531264590219179,0
5%,90-120/x14,3.33,0.555,12.755789976134047,1.7088466615068363,48.60335755868429,0.7385828301905313,0.2624466830451487,0.9192139428510081,0
5%,90-120/x14,5.0,0.833,13.551582262431538,2.5046389478043274,46.93783495336825,0.7938054805910234,0.2887134073374869,1.0020664901550638,0
5%,90-120/x21,2.0,0.333,12.056919264443122,1.009975949815912,49.4659686659393,0.6915792849045245,0.24374169938665602,0.851312596201628,0
5%,90-120/x21,3.33,0.555,12.687556722248594,1.6406134076213839,47.669362260606285,0.7363632213493428,0.2661574671984552,0.9152428619387699,0
5%,90-120/x21,5.0,0.833,13.461267385432652,2.414324070805442,45.536366225187116,0.7919196446506789,0.2956157572798802,0.9976877359512853,0
5%,90-120/x25,2.0,0.333,12.322712717878215,1.2757694032510045,49.69243361898934,0.7040755507674266,0.2479796584800235,0.870537103211833,0
5%,90-120/x25,3.33,0.555,13.147530360362914,2.100587045735704,48.064761518578436,0.7568291569201576,0.2735378257370737,0.9497448850946414,0
5%,90-120/x25,5.0,0.833,14.126881820429183,3.079938505801973,46.13258307957594,0.8183495671313334,0.30622351659912816,1.0501736400428068,0
5%,90-120/x30,2.0,0.333,12.327799217233103,1.280855902605893,49.09566146102237,0.7025814215447989,0.2510975277728011,0.8659027405308533,0
5%,90-120/x30,3.33,0.555,13.146829336923616,2.099886022296406,47.021323803562055,0.754431043459847,0.27959292239083433,0.9403998759085278,0
5%,90-120/x30,5.0,0.833,14.141030841836466,3.094087527209256,44.509797086954826,0.8167754547597088,0.3177060280506423,1.0355980064875927,0
5%,90-120/x45,2.0,0.333,11.997822605235786,0.9508792906085759,50.269818409571656,0.6841625148164003,0.23866850895469585,0.8366163928601349,0
5%,90-120/x45,3.33,0.555,12.593631838439334,1.546688523812124,49.07943991295631,0.7238037622998373,0.25659689394937013,0.8882165636268875,0
5%,90-120/x45,5.0,0.833,13.327893170567018,2.2809498559398076,47.65134918707318,0.7733611970704061,0.27969602955507916,0.953158894773027,0
5%,120-180/x1,2.0,0.333,11.654915211129424,0.6079718965022138,51.18562260504022,0.6787341246609502,0.22769900253165562,0.8370023823850553,0
5%,120-180/x1,3.33,0.555,12.01802470694686,0.9710813923196504,50.53024995929136,0.7153246120025792,0.23783822000937915,0.8897342357844082,0
5%,120-180/x1,5.0,0.833,12.475963007013391,1.4290196923861807,49.89250280678533,0.761680744615378,0.2500568683701446,0.9573853544630828,0
5%,120-180/x7,2.0,0.333,11.599041257536168,0.5520979429089579,51.07456971200115,0.6767415180844486,0.22710012679383781,0.8330062404904537,0
5%,120-180/x7,3.33,0.555,11.923931788396548,0.8769884737693374,50.31752964359455,0.711984705284091,0.2369737122004055,0.8820765186919196,0
5%,120-180/x7,5.0,0.833,12.360170636597957,1.3132273219707464,49.546760834935256,0.7586740183362116,0.24946475669268858,0.9480359981903609,0
5%,120-180/x10,2.0,0.333,11.619567821303555,0.5726245066763447,51.04879038216361,0.677606081293576,0.2276169079485852,0.8340425509886515,0
5%,120-180/x10,3.33,0.555,11.960057707520487,0.9131143928932772,50.26308183769677,0.7137326914666007,0.23794915214591109,0.8845300519669596,0
5%,120-180/x10,5.0,0.833,12.419924868835608,1.3729815542083976,49.442302718750284,0.762190433050004,0.25120037267450185,0.9533176679441971,0
5%,120-180/x14,2.0,0.333,11.66711585529001,0.6201725406628,51.05849747522348,0.6799614124192109,0.22850488032773714,0.8369304125516197,0
5%,120-180/x14,3.33,0.555,12.044558627355716,0.9976153127285059,50.256555805445466,0.7179929219174032,0.23966144186209132,0.8897525580098931,0
5%,120-180/x14,5.0,0.833,12.549605626191429,1.5026623115642188,49.394925982852996,0.7694061853911911,0.2540666956469964,0.9626453081114027,0
5%,120-180/x21,2.0,0.333,11.757974331295596,0.711031016668386,51.26023327774985,0.6697596746622899,0.22937808861668393,0.8175240711855787,0
5%,120-180/x21,3.33,0.555,12.20442201744547,1.1574787028182598,50.63390016859539,0.7002146108870085,0.24103262787990815,0.8566558190451841,0
5%,120-180/x21,5.0,0.833,12.776676661925169,1.7297333472979588,49.94657345899487,0.7395264403068703,0.2558068707639086,0.9085604227050298,0
5%,120-180/x25,2.0,0.333,11.865389000864957,0.8184456862377463,51.359461964734464,0.6735955145070883,0.23102634932219937,0.8227139985086978,0
5%,120-180/x25,3.33,0.555,12.370261308543773,1.3233179939165627,50.83464426615094,0.7056916112547221,0.2433431272534882,0.8644755008280401,0
5%,120-180/x25,5.0,0.833,13.029773120607091,1.9828298059798808,50.30842801961066,0.7473988461357114,0.25899781872587974,0.9212262709818635,0
5%,120-180/x30,2.0,0.333,11.755925985196459,0.7089826705692488,51.38656846269858,0.6677190235040472,0.22877429524662782,0.8152708541871876,0
5%,120-180/x30,3.33,0.555,12.194375647507961,1.1474323328807507,50.8887717416469,0.6960668794037229,0.23962802068433883,0.8519800646350995,0
5%,120-180/x30,5.0,0.833,12.759176384151516,1.7122330695243058,50.39826680084938,0.7326854772305784,0.25316696771676445,0.9014274949610706,0
5%,120-180/x45,2.0,0.333,11.796572709301344,0.7496293946741339,51.447983012764745,0.6698989788199966,0.22929125727581004,0.8188132913434307,0
5%,120-180/x45,3.33,0.555,12.25979598615714,1.2128526715299301,51.01881171085276,0.6997863796929106,0.24029952041296224,0.8580596082771828,0
5%,120-180/x45,5.0,0.833,12.837778274287249,1.7908349596600388,50.63558308214105,0.7369377881984834,0.25353274304083356,0.9087051215037871,0
5%,150-210/x1,2.0,0.333,11.521846884598608,0.4749035699713975,50.626159786625166,0.6690745950318338,0.2275868233569346,0.8208213509155348,0
5%,150-210/x1,3.33,0.555,11.802097955758462,0.7551546411312522,49.70099630107679,0.6992669787111436,0.2374619994388878,0.8619893269521532,0
5%,150-210/x1,5.0,0.833,12.111784414148064,1.0648410995208533,48.588392819547934,0.7351795244593163,0.2492732052103458,0.9116723857470643,0
5%,150-210/x7,2.0,0.333,11.532951361698785,0.4860080470715751,50.92956173362511,0.6696175289457813,0.2264490596251177,0.8220531628927336,0
5%,150-210/x7,3.33,0.555,11.809060179688501,0.7621168650612908,50.23587219255023,0.6992123656890016,0.23507226339029771,0.8625771701427805,0
5%,150-210/x7,5.0,0.833,12.153630229529178,1.1066869149019674,49.36778810735637,0.7365094489783992,0.2461854317454856,0.915249387822563,0
5%,150-210/x10,2.0,0.333,11.521981893259102,0.47503857863189225,50.95851725168908,0.6686870280263507,0.2261051246124551,0.8218865614928672,0
5%,150-210/x10,3.33,0.555,11.784192604753429,0.7372492901262184,50.2947850015532,0.6969042881768538,0.23430247498601517,0.8618424962308611,0
5%,150-210/x10,5.0,0.833,12.093586120196331,1.046642805569121,49.448292535778535,0.7313557221181322,0.2445703481358019,0.9115670339920301,0
5%,150-210/x14,2.0,0.333,11.479336099648464,0.43239278502125345,50.88415084206018,0.6668570425890894,0.2255974779903331,0.8182787885227624,0
5%,150-210/x14,3.33,0.555,11.717060176484285,0.6701168618570748,50.158345485934966,0.694506847042294,0.2336014089573568,0.8560865483618306,0
5%,150-210/x14,5.0,0.833,12.004103078699568,0.9571597640723581,49.25246199291926,0.7289170675919792,0.24372594978958267,0.9039164094464082,0
5%,150-210/x21,2.0,0.333,11.460175774487436,0.4132324598602253,51.100053755164254,0.6646232686841812,0.22426934870551388,0.8145116865232765,0
5%,150-210/x21,3.33,0.555,11.683979398792843,0.6370360841656328,50.545131407801314,0.6906402473933545,0.23115934360771087,0.8496186376154,0
5%,150-210/x21,5.0,0.833,11.959396720181203,0.9124534055539932,49.81077249649526,0.7238204362550393,0.2400965919776225,0.8945558740434699,0
5%,150-210/x25,2.0,0.333,11.523824258435278,0.47688094380806767,51.0932752789141,0.6675716439466598,0.22554483335679,0.8180962609815398,0
5%,150-210/x25,3.33,0.555,11.790571473344858,0.7436281587176481,50.53127731275849,0.6956140651441363,0.2333321479361831,0.8559052294091547,0
5%,150-210/x25,5.0,0.833,12.1202458819605,1.0733025673332897,49.792342315736434,0.7317672727855458,0.24341586111987348,0.9049378167693439,0
5%,150-210/x30,2.0,0.333,11.751776982372665,0.7048336677454543,49.67615914818199,0.6841492124441917,0.23656774565275035,0.8432970373450016,0
5%,150-210/x30,3.33,0.555,12.192895506701973,1.1459521920747626,47.875925000915906,0.7269471404027041,0.254676969822906,0.9050173182214045,0
5%,150-210/x30,5.0,0.833,12.692667609702113,1.6457242950749027,46.1060206102502,0.7783822909119092,0.27529306241797635,0.9802967550133261,0
5%,150-210/x45,2.0,0.333,11.789963423779625,0.7430201091524147,49.90452054456349,0.6847270667995609,0.23625040968485977,0.8441823634996973,0
5%,150-210/x45,3.33,0.555,12.24761427158656,1.2006709569593497,48.290956515748086,0.7271696962554611,0.2536212814006389,0.9052346634758748,0
5%,150-210/x45,5.0,0.833,12.773654768823217,1.726711454196007,46.69928660909777,0.778706678501538,0.2735299765014977,0.9805970507583173,0
5%,180-270/x1,2.0,0.333,11.421679637718075,0.3747363230908647,50.66747341789976,0.666797391728667,0.2254242982181747,0.8192663902494949,0
5%,180-270/x1,3.33,0.555,11.641836950435035,0.594893635807825,49.49733935351447,0.6971062985036178,0.2352012674315277,0.8619146992879595,0
5%,180-270/x1,5.0,0.833,11.88598224904025,0.8390389344130398,48.297307238559306,0.7337189789686466,0.2461003092849614,0.9132056316663906,0
5%,180-270/x7,2.0,0.333,11.496548224401604,0.4496049097743935,50.51843483834217,0.6711907328951127,0.2275713462063956,0.8251210696928986,0
5%,180-270/x7,3.33,0.555,11.76691260250533,0.7199692878781203,49.235031860510844,0.7036388326995158,0.23899471896032284,0.8702844657402825,0
5%,180-270/x7,5.0,0.833,12.074395638445301,1.0274523238180908,47.88735288405551,0.7443776379115792,0.252141638893253,0.9275304515185889,0
5%,180-270/x10,2.0,0.333,11.469233060728223,0.4222897461010131,50.6379800235395,0.6692880852126035,0.22649467959418312,0.8223585969078027,0
5%,180-270/x10,3.33,0.555,11.719575324246122,0.672632009618912,49.45157988126153,0.7013651489568946,0.23699091823529322,0.8672964308576214,0
5%,180-270/x10,5.0,0.833,12.001958146676017,0.955014832048807,48.220437084604264,0.7403516735305398,0.2488977469370136,0.9214074971500591,0
5%,180-270/x14,2.0,0.333,11.456134348756141,0.40919103412893065,50.70687028138068,0.6685118767899204,0.2259286421185963,0.8213969565781276,0
5%,180-270/x14,3.33,0.555,11.70139896111273,0.6544556464855198,49.577255369207606,0.700284710915329,0.2360235328472915,0.8660623645945291,0
5%,180-270/x14,5.0,0.833,11.976494235487301,0.9295509208600912,48.416224090244185,0.739251018648,0.2473653090576419,0.9207524977010357,0
5%,180-270/x21,2.0,0.333,11.55288720465939,0.5059438900321798,50.01518110740564,0.674601104178603,0.2309876111385065,0.8313314371896346,0
5%,180-270/x21,3.33,0.555,11.840879746865184,0.7939364322379738,48.64158449051066,0.7090051684381086,0.24343120954818376,0.8811531774375811,0
5%,180-270/x21,5.0,0.833,12.16253322697758,1.1155899123503694,47.26831796856128,0.7500413903428214,0.2573083568378089,0.9398557831924086,0
5%,180-270/x25,2.0,0.333,11.62297867371036,0.57603535908315,50.18230747393358,0.6775794087496962,0.23161507030635722,0.8352135944905935,0
5%,180-270/x25,3.33,0.555,11.964759844612804,0.9178165299855934,48.9143003298721,0.71391859391304,0.24460658261334453,0.8871075774242329,0
5%,180-270/x25,5.0,0.833,12.349793269603527,1.3028499549763168,47.64318676315214,0.7575233429888404,0.2592142572451727,0.9497192784497642,0
5%,180-270/x30,2.0,0.333,11.573671684849574,0.5267283702223633,50.062687709597434,0.6748999334201489,0.23118358630654992,0.8317548985583075,0
5%,180-270/x30,3.33,0.555,11.890363259031634,0.8434199444044239,48.66753106725991,0.7102422799685398,0.24431819322411927,0.8830610956513916,0
5%,180-270/x30,5.0,0.833,12.236759465991941,1.189816151364731,47.27250254273617,0.752152890064933,0.25885575774054775,0.9444402057824838,0
5%,180-270/x45,2.0,0.333,11.57180311603556,0.5248598014083505,50.4728254644722,0.6748496884535289,0.2292679874674531,0.8315126485457606,0
5%,180-270/x45,3.33,0.555,11.878566343869434,0.8316230292422233,49.42939154675039,0.7094258030814827,0.24031382892169872,0.8814685168856147,0
5%,180-270/x45,5.0,0.833,12.227912988897671,1.180969674270461,48.38721837578498,0.7515712594734089,0.252709566686252,0.9430166781013254,0
10%,30-60/x1,2.0,0.333,13.107428110357233,2.060484795730023,43.53850253599199,0.7187090493240105,0.30105371905066586,0.8972130851990544,0
10%,30-60/x1,3.33,0.555,14.337776230297926,3.290832915670716,42.02405886296513,0.7616889660370525,0.34118018626072055,0.9837796178026701,0
10%,30-60/x1,5.0,0.833,15.796422210432471,4.749478895805261,40.34153958916123,0.7960335507735434,0.3915671630607915,1.0909426939934124,0
10%,30-60/x7,2.0,0.333,12.272595887760973,1.2256525731337629,46.56308545922452,0.6839461580874749,0.2635692151137221,0.8425297122069458,0
10%,30-60/x7,3.33,0.555,13.0060703715994,1.9591270569721893,43.17288169907338,0.7162889047593334,0.30125555348042815,0.8934120135277629,0
10%,30-60/x7,5.0,0.833,13.896907275093762,2.8499639604665514,41.877680047395636,0.7508902959801261,0.3318452039216534,0.9567618228472756,0
10%,30-60/x10,2.0,0.333,13.226421968771351,2.179478654144141,45.2930234453444,0.7251822705546513,0.2920189681029314,0.9036080500812146,0
10%,30-60/x10,3.33,0.555,14.57802343150767,3.53108011688046,43.15210011464505,0.7778384182875312,0.33782882855706364,0.9965035792924386,0
10%,30-60/x10,5.0,0.833,16.216475865373425,5.169532550746215,41.90993061205278,0.8282872140184792,0.386936356814434,1.1129565864444866,0
10%,30-60/x14,2.0,0.333,13.217390078500513,2.1704467638733025,47.84536433198794,0.7234000738175148,0.27625226107148215,0.9010702589086368,0
10%,30-60/x14,3.33,0.555,14.566786544523659,3.5198432298964484,45.129887642926484,0.7766576169143322,0.32277471328486257,0.9920999977749726,0
