OTM,DTE,AnnualBudget%,PerRebal%,Annual%,Excess%,MaxDD%,Sharpe,Calmar,Sortino,Trades
15%,30-60/x1,2.0,0.333,12.714031782256118,1.6670884676289077,43.03978947628056,0.6971627514999442,0.295401811601864,0.878562082310037,0
15%,30-60/x1,3.33,0.555,13.605213949245787,2.5582706346185766,41.50591760827566,0.7137855210202407,0.32778974019196505,0.9473239185418818,0
15%,30-60/x1,5.0,0.833,14.595865674518915,3.548922359891705,39.94349739122416,0.7094615175434433,0.3654128112909241,1.0291106452150227,0
15%,30-60/x7,2.0,0.333,12.170297758527848,1.123354443900638,44.689997266063884,0.6788300577236439,0.2723271090412344,0.8366837873619767,0
15%,30-60/x7,3.33,0.555,12.805038737321928,1.7580954226947174,42.93073023104398,0.7036235232773342,0.29827209247100983,0.8816393536187066,0
15%,30-60/x7,5.0,0.833,13.558153657972682,2.5112103433454713,41.61880391161673,0.7250925503425872,0.32576990167149666,0.9367281388326616,0
15%,30-60/x10,2.0,0.333,13.177352349628912,2.1304090350017013,43.52549020899434,0.7204981332266496,0.3027502340893997,0.9039867194833259,0
15%,30-60/x10,3.33,0.555,14.42781621055056,3.38087289592335,42.15325027823747,0.7591298203962531,0.34227055126990363,0.9932406807693137,0
15%,30-60/x10,5.0,0.833,15.904445459316552,4.857502144689342,40.684136100752845,0.7837729127961055,0.39092498904068523,1.1032206408030971,0
15%,30-60/x14,2.0,0.333,13.009392202331306,1.9624488877040953,46.22233363238711,0.7144148709535137,0.2814525182955252,0.8881927820822036,0
15%,30-60/x14,3.33,0.555,14.20442306658889,3.157479751961679,43.65243194586258,0.7599221091267893,0.3253982065467763,0.9694566482915962,0
15%,30-60/x14,5.0,0.833,15.652587102868631,4.605643788241421,42.630860275465864,0.8026487995467476,0.36716564014254066,1.0714352505183018,0
15%,30-60/x21,2.0,0.333,12.614334613208156,1.5673912985809455,47.941187367557184,0.6990350722830889,0.26312103028438016,0.8587633150229622,0
15%,30-60/x21,3.33,0.555,13.588414956954997,2.541471642327787,45.25932594226917,0.7433986722848619,0.30023458533800945,0.9212541511668648,0
15%,30-60/x21,5.0,0.833,14.810984339116962,3.7640410244897513,42.271410120970984,0.7960186608487919,0.3503782886998886,1.0006405700925431,0
15%,30-60/x25,2.0,0.333,12.772548921700032,1.725605607072822,50.21541551120576,0.7037938582164535,0.2543551375941476,0.868475310814857,0
15%,30-60/x25,3.33,0.555,13.862716547209054,2.8157732325818436,49.08404190868426,0.7506232192122473,0.2824281784495089,0.9379900239030325,0
15%,30-60/x25,5.0,0.833,15.220966346046193,4.174023031418983,47.634579581859605,0.8044751113156972,0.3195360697975532,1.0256063534235786,0
15%,45-75/x1,2.0,0.333,12.714990587444097,1.668047272816887,43.03978947628056,0.6973676430729734,0.2954240887830409,0.878865514014421,0
15%,45-75/x1,3.33,0.555,13.60687783724468,2.5599345226174695,41.50591760827566,0.7140924569333287,0.32782982816242257,0.9479267408643951,0
15%,45-75/x1,5.0,0.833,14.598269627350845,3.551326312723635,39.94349739122416,0.7098161800832079,0.3654729951253136,1.0300346730878216,0
15%,45-75/x7,2.0,0.333,12.20661919830559,1.1596758836783803,44.689997266063884,0.6808910409576687,0.2731398510864286,0.8392922995261911,0
15%,45-75/x7,3.33,0.555,12.866149275840177,1.8192059612129672,42.93073023104398,0.7070294990841013,0.29969556088604415,0.8860457415089099,0
15%,45-75/x7,5.0,0.833,13.649845310804377,2.6029019961771667,41.61880391161673,0.7299751659654926,0.32797303208885353,0.9432154465411078,0
15%,45-75/x10,2.0,0.333,13.342727897466888,2.295784582839678,43.52549020899434,0.7286438624070505,0.30654974437736887,0.9141840820486167,0
15%,45-75/x10,3.33,0.555,14.704350984033931,3.6574076694067212,42.15325027823747,0.7719419501434045,0.3488307754912406,1.0108325593589857,0
15%,45-75/x10,5.0,0.833,16.318909796060233,5.271966481433022,40.684136100752845,0.8010100956408835,0.40111235877411827,1.1303405941786995,0
15%,45-75/x14,2.0,0.333,12.946788301900813,1.8998449872736032,46.22233363238711,0.7118601856928484,0.28009811025268627,0.8851306469272916,0
15%,45-75/x14,3.33,0.555,14.099477030411322,3.0525337157841115,43.65243194586258,0.755781909119119,0.32299407849481077,0.9646149833796517,0
15%,45-75/x14,5.0,0.833,15.491704456679045,4.444761142051835,42.630860275465864,0.7965467231022931,0.36339178605772937,1.0638221280967712,0
15%,45-75/x21,2.0,0.333,12.454388396216753,1.4074450815895432,47.941187367557184,0.6918392080577689,0.25978472958400073,0.8499809729476869,0
15%,45-75/x21,3.33,0.555,13.31923731156599,2.27229399693878,45.25932594226917,0.731397070681442,0.2942871338507213,0.90629823586242,0
15%,45-75/x21,5.0,0.833,14.400226345056977,3.3532830304297665,42.271410120970984,0.7780128964061739,0.3406611301550354,0.9776632083222349,0
15%,45-75/x25,2.0,0.333,12.574907104266808,1.527963789639598,50.21541551120576,0.6947813610238006,0.25041925823476796,0.8573021289754955,0
15%,45-75/x25,3.33,0.555,13.520648229038379,2.4737049144111687,49.08404190868426,0.7353078620336339,0.27545914523893805,0.9185133871981475,0
15%,45-75/x25,5.0,0.833,14.705265587356632,3.6583222727294213,47.634579581859605,0.78186031477687,0.30870988505494756,0.9964226771000967,0
15%,45-75/x30,2.0,0.333,13.030452150997096,1.9835088363698858,48.45780140577261,0.7166743806799944,0.2689030821246633,0.8836378295253575,0
15%,45-75/x30,3.33,0.555,14.298887189854725,3.2519438752275143,46.00814396214983,0.7725681715030739,0.3107903505435515,0.9638790840888418,0
15%,45-75/x30,5.0,0.833,15.880329942460737,4.8333866278335265,42.94241348242771,0.8375732809677312,0.3698052497435679,1.0659451733028713,0
15%,60-90/x1,2.0,0.333,13.849182439565165,2.8022391249379552,42.35651531216726,0.7923853775267744,0.32696699285804737,1.0483172890622678,0
15%,60-90/x1,3.33,0.555,15.473973275530994,4.427029960903784,36.24318538620831,0.8564829136572921,0.42694849005792235,1.2380369508410027,0
15%,60-90/x1,5.0,0.833,17.35077973638961,6.303836421762401,29.651202875769613,0.8857363302405288,0.5851627608189998,1.4512485317528687,0
15%,60-90/x7,2.0,0.333,12.578430410450947,1.5314870958237368,44.48697619995588,0.7455360206573748,0.2827441081613324,0.9413175655890932,0
15%,60-90/x7,3.33,0.555,13.489639728477854,2.442696413850644,39.33826895319926,0.8139787900411113,0.3429139127735,1.0537895484379727,0
15%,60-90/x7,5.0,0.833,14.553077312321516,3.506133997694306,33.01231248624352,0.8800616607137152,0.44083786370269856,1.1722183716968353,0
15%,60-90/x10,2.0,0.333,12.393299990184214,1.3463566755570042,44.219637698994575,0.7364065890131032,0.2802668822061833,0.9249625004571512,0
15%,60-90/x10,3.33,0.555,13.179457146132712,2.132513831505502,38.94824955752385,0.7994419837733838,0.3383838117465991,1.0239547146909178,0
15%,60-90/x10,5.0,0.833,14.129398020575866,3.0824547059486562,32.07995413587308,0.8629895610821354,0.4404432113815217,1.1292399361390784,0
15%,60-90/x14,2.0,0.333,12.238068402073065,1.1911250874458545,45.719212957771816,0.7293494242667521,0.2676788949402226,0.9112701430079222,0
15%,60-90/x14,3.33,0.555,12.957090659833682,1.9101473452064717,41.31440746013387,0.791848530714681,0.31362160215746915,1.00244737491977,0
15%,60-90/x14,5.0,0.833,13.821248307620726,2.7743049929935157,35.75367911101024,0.8576152568832299,0.38656856164949227,1.0973152433196447,0
15%,60-90/x21,2.0,0.333,12.27101030612654,1.2240669914993294,47.480871933714205,0.7049130167635679,0.2584411323207694,0.8678350631833965,0
15%,60-90/x21,3.33,0.555,13.015129750231115,1.9681864356039043,44.44629307969776,0.7481863140011993,0.29282823939655345,0.9256015970462586,0
15%,60-90/x21,5.0,0.833,13.937194486401516,2.890251171774306,40.524666641346286,0.793777041049131,0.3439187941938985,0.9864050421867021,0
15%,60-90/x25,2.0,0.333,12.667980156945035,1.6210368423178245,46.81559592963921,0.701237602107964,0.2705931625004664,0.8616873657430772,0
15%,60-90/x25,3.33,0.555,13.672079820932947,2.6251365063057364,43.35253490103852,0.7452124676357617,0.31536978984371755,0.9257914929594334,0
15%,60-90/x25,5.0,0.833,14.9093763117498,3.862432997122589,42.042437788537256,0.7941462267268384,0.35462682698705916,1.0060417136093713,0
15%,60-90/x30,2.0,0.333,12.666508985097934,1.619565670470724,45.72954474637735,0.7015743067725023,0.27698742804784565,0.8638918146679585,0
15%,60-90/x30,3.33,0.555,13.658735141558198,2.611791826930988,42.95936072894403,0.7440051468733949,0.3179454933638148,0.9291969089606978,0
15%,60-90/x30,5.0,0.833,14.881546648808763,3.834603334181553,41.544339642888,0.7891965516349538,0.3582087662658599,1.0114052678910095,0
15%,60-90/x45,2.0,0.333,12.733548130209037,1.686604815581827,47.27853184546833,0.7045632628541761,0.26933044731230493,0.8651645036634495,0
15%,60-90/x45,3.33,0.555,13.796506756834926,2.749563442207716,44.05628197768942,0.7526337853176281,0.31315640216352403,0.9323808423093819,0
15%,60-90/x45,5.0,0.833,15.119010139026322,4.072066824399112,42.27296624283633,0.8086943360494073,0.35765198146199223,1.0170988293041143,0
15%,75-105/x1,2.0,0.333,13.931309708597528,2.8843663939703177,42.35651531216726,0.7969661637055931,0.3289059453055536,1.0533657315866125,0
15%,75-105/x1,3.33,0.555,15.615372028489482,4.5684287138622715,36.24318538620831,0.86428559078804,0.43084987873145475,1.2461250395956744,0
15%,75-105/x1,5.0,0.833,17.569556259162212,6.522612944535002,29.651202875769613,0.8966249938042231,0.5925410963182108,1.4610833657217477,0
15%,75-105/x7,2.0,0.333,12.590965466623727,1.5440221519965167,44.48697619995588,0.7464189685610908,0.2830258772821744,0.9420170966865045,0
15%,75-105/x7,3.33,0.555,13.511795438609276,2.464852123982066,39.33826895319926,0.8152484317032719,0.3434771228669024,1.0542120973719764,0
15%,75-105/x7,5.0,0.833,14.585794215869075,3.538850901241865,33.01231248624352,0.8811185450702028,0.44182891525539403,1.1701976368856943,0
15%,75-105/x10,2.0,0.333,12.406279563283796,1.3593362486565859,44.219637698994575,0.7372826426260853,0.28056040729537407,0.9258322447246378,0
15%,75-105/x10,3.33,0.555,13.20077387330052,2.1538305586733095,38.94824955752385,0.8004442367863915,0.33893112073763154,1.024300347053893,0
15%,75-105/x10,5.0,0.833,14.159276599518499,3.112333284891289,32.07995413587308,0.8633210530146225,0.4413745898621792,1.1270043867481692,0
15%,75-105/x14,2.0,0.333,12.26889202428576,1.22194870965855,45.719212957771816,0.7310426208165499,0.2683530890091617,0.9131861667471632,0
15%,75-105/x14,3.33,0.555,13.012305384130851,1.965362069503641,41.31440746013387,0.7946093368175058,0.31495805420147943,1.0052136274841652,0
15%,75-105/x14,5.0,0.833,13.907766431033263,2.8608231164060527,35.75367911101024,0.8610150196803956,0.3889883999867977,1.0995245146894161,0
15%,75-105/x21,2.0,0.333,12.265600440318059,1.2186571256908483,47.480871933714205,0.7097952721179599,0.2583271945267029,0.8759074919955941,0
15%,75-105/x21,3.33,0.555,13.005926446537131,1.9589831319099211,44.44629307969776,0.7565011789376991,0.2926211736761911,0.93925944925519,0
15%,75-105/x21,5.0,0.833,13.925241450918069,2.8782981362908586,40.524666641346286,0.8055456144940342,0.34362383715972383,1.0058899884156853,0
15%,75-105/x25,2.0,0.333,12.553078619915325,1.5061353052881152,46.81559592963921,0.7006366782696092,0.2681388193537424,0.8623437122251244,0
15%,75-105/x25,3.33,0.555,13.47805768936614,2.4311143747389306,43.35253490103852,0.744262913370782,0.310894339169156,0.9263422726114326,0
15%,75-105/x25,5.0,0.833,14.62166316422735,3.5747198496001396,42.042437788537256,0.7927998756978877,0.3477834286815286,1.0061459929271812,0
15%,75-105/x30,2.0,0.333,12.514941194199647,1.4679978795724367,45.72954474637735,0.6960820330267314,0.2736729889529694,0.8571307789297903,0
15%,75-105/x30,3.33,0.555,13.405323611038211,2.358380296411001,42.95936072894403,0.7348233206418968,0.31204662694168833,0.9171641334020005,0
15%,75-105/x30,5.0,0.833,14.498062052745219,3.4511187381180086,41.544339642888,0.775265152924642,0.3489780359338833,0.9922618436311796,0
15%,75-105/x45,2.0,0.333,12.559495046729573,1.512551732102363,47.27853184546833,0.6964757978388443,0.26564900720227014,0.8532483741433634,0
15%,75-105/x45,3.33,0.555,13.50709962860388,2.46015631397667,44.05628197768942,0.7393864078754806,0.30658737011543596,0.9121291749324136,0
15%,75-105/x45,5.0,0.833,14.676922835138928,3.629979520511718,42.27296624283633,0.789004886327375,0.34719406134945907,0.9852862824966375,0
15%,90-120/x1,2.0,0.333,11.556980084040337,0.5100367694131265,48.82962216212534,0.6636267748373149,0.2366796950766598,0.8134364799619309,0
15%,90-120/x1,3.33,0.555,11.822663562030545,0.7757202474033349,46.777221200025444,0.6850018304260259,0.25274403350030794,0.8440019583206526,0
15%,90-120/x1,5.0,0.833,12.14502117509253,1.0980778604653203,44.181076812061235,0.7087906303202599,0.27489192322666506,0.8805878686157071,0
15%,90-120/x7,2.0,0.333,11.688749128107357,0.641805813480147,48.82962216212534,0.6704726532328389,0.23937824235661864,0.8225167313895404,0
15%,90-120/x7,3.33,0.555,12.044523723090727,0.9975804084635165,46.777221200025444,0.6968907651603079,0.25748694373243736,0.8597190737255507,0
15%,90-120/x7,5.0,0.833,12.477839204369555,1.4308958897423452,44.181076812061235,0.727232488364855,0.28242496798908173,0.9047366352791356,0
15%,90-120/x10,2.0,0.333,11.989717802695775,0.9427744880685651,48.82962216212534,0.6851575318469555,0.24554189182310715,0.8437241076023502,0
15%,90-120/x10,3.33,0.555,12.545361299246881,1.498417984619671,46.777221200025444,0.7213748325610473,0.2681938126593988,0.8957613289553863,0
15%,90-120/x10,5.0,0.833,13.22797916175018,2.1810358471229705,44.181076812061235,0.7637832730679012,0.29940372929387277,0.9606283197673569,0
15%,90-120/x14,2.0,0.333,12.198625605551694,1.1516822909244837,48.82962216212534,0.6945679170736525,0.24982019244485468,0.8607732631068439,0
15%,90-120/x14,3.33,0.555,12.883813907253018,1.8368705926258073,46.777221200025444,0.735415621270897,0.27542922766104816,0.9249688449578272,0
15%,90-120/x14,5.0,0.833,13.711345089126237,2.6644017744990265,44.181076812061235,0.7808998467033973,0.3103442939485599,1.004736248109967,0
15%,90-120/x21,2.0,0.333,12.176774562854064,1.1298312482268535,48.82962216212534,0.6939492033923343,0.2493726968114648,0.8598096734152391,0
15%,90-120/x21,3.33,0.555,12.842155292169078,1.795211977541868,46.777221200025444,0.7342288730052492,0.27453865284674267,0.9229839332310839,0
15%,90-120/x21,5.0,0.833,13.650834074081587,2.6038907594543765,44.181076812061235,0.7794788893969299,0.3089746800909789,1.0024587929291102,0
15%,90-120/x25,2.0,0.333,12.701847268639344,1.6549039540121342,48.82962216212534,0.7133108986926509,0.26012585611386363,0.9023385061329547,0
15%,90-120/x25,3.33,0.555,13.675099715839911,2.628156401212701,46.777221200025444,0.7549585966760428,0.2923452775735313,0.9945953424280798,0
15%,90-120/x25,5.0,0.833,14.822954207444173,3.776010892816963,44.181076812061235,0.7890698058009357,0.3355045933013016,1.1099456147310418,0
15%,90-120/x30,2.0,0.333,12.560528123405291,1.5135848087780808,48.829612328280234,0.7067275213128583,0.2572317805630153,0.8808156074582637,0
15%,90-120/x30,3.33,0.555,13.463493504760194,2.416550190132984,46.77624846515896,0.7511039340108829,0.28782756092097483,0.958901840294563,0
15%,90-120/x30,5.0,0.833,14.558899446603156,3.5119561319759462,44.180394243349674,0.7965346842099237,0.329533035998081,1.0582644835590762,0
15%,90-120/x45,2.0,0.333,12.112560130708893,1.0656168160816826,48.824422552931615,0.6872037312736566,0.24808404272630988,0.8411480760453522,0
15%,90-120/x45,3.33,0.555,12.752211489478293,1.7052681748510832,46.76982198163792,0.7253564650935358,0.2726589700188485,0.8928895760407314,0
15%,90-120/x45,5.0,0.833,13.548025488543058,2.5010821739158473,44.16979502496219,0.7716266297001738,0.3067260212750932,0.9585479658772109,0
15%,120-180/x1,2.0,0.333,11.450782986324203,0.40383967169699275,51.48556663513054,0.6798235961128924,0.22240763255989696,0.8484014304692699,0
15%,120-180/x1,3.33,0.555,11.66445803982965,0.6175147252024402,51.337997716589555,0.7113545912325541,0.22720905681252063,0.8986068868014253,0
15%,120-180/x1,5.0,0.833,11.918165407133818,0.8712220925066081,50.92494331654427,0.745968980993923,0.23403394546856368,0.9509191727562517,0
15%,120-180/x7,2.0,0.333,11.345197444117039,0.29825412948982866,51.20115887630886,0.6752292814748352,0.22158087225182987,0.8410470610149487,0
15%,120-180/x7,3.33,0.555,11.488836324151785,0.4418930095245752,50.856227921318855,0.7043861395425961,0.22590814918335073,0.8869116155102558,0
15%,120-180/x7,5.0,0.833,11.661025641628564,0.6140823270013538,50.19452200249393,0.7366616825411791,0.2323166986439114,0.934366346251407,0
15%,120-180/x10,2.0,0.333,11.30550326757913,0.25855995295192,51.208579631167424,0.6733113774966166,0.2207736154567776,0.8385810858532604,0
15%,120-180/x10,3.33,0.555,11.42319534132521,0.3762520266979994,50.86124425865107,0.7011700051739854,0.22459527893642162,0.8832107608567114,0
15%,120-180/x10,5.0,0.833,11.564883573668894,0.5179402590416835,50.18410729213727,0.7319367925839622,0.23044912418878183,0.9294594250072047,0
15%,120-180/x14,2.0,0.333,11.38985844634648,0.3429151317192698,51.06729753160487,0.6780082311912287,0.22303624818402515,0.8451234236607242,0
15%,120-180/x14,3.33,0.555,11.56604460109676,0.5191012864695494,50.60971730571565,0.7094217982319803,0.22853406849183364,0.8948395335060831,0
15%,120-180/x14,5.0,0.833,11.78070587337987,0.7337625587526606,49.78988110518196,0.74500109202679,0.2366084355271492,0.9480622802420534,0
15%,120-180/x21,2.0,0.333,11.487320111796473,0.4403767971692627,51.20204786894122,0.6587804265606226,0.22435274739791403,0.8058086235533898,0
15%,120-180/x21,3.33,0.555,11.72666596421108,0.6797226495838693,50.84384843473831,0.6794586871485745,0.23064080169429124,0.8334358802927959,0
15%,120-180/x21,5.0,0.833,12.02556157912451,0.9786182644972996,50.152355517109214,0.7060454885986569,0.2397805936557068,0.8689851279872035,0
15%,120-180/x25,2.0,0.333,11.740139779808413,0.6931964651812024,51.38578692348544,0.6696673851848041,0.22847056516405473,0.820229758935978,0
15%,120-180/x25,3.33,0.555,12.148976793143618,1.1020334785164074,51.167960619863464,0.6976578776511221,0.23743328141218453,0.8582216246577571,0
15%,120-180/x25,5.0,0.833,12.65564913142667,1.6087058167994606,50.66448674976988,0.7331373516844367,0.24979329592210178,0.9068984581983115,0
15%,120-180/x30,2.0,0.333,11.655388810750345,0.6084454961231351,51.38616410337848,0.6662072338391191,0.22681959266899313,0.8159245522842474,0
15%,120-180/x30,3.33,0.555,12.009205884195339,0.9622625695681286,51.16762981376457,0.6920303700091186,0.234703188869709,0.8509694033348384,0
15%,120-180/x30,5.0,0.833,12.444530337613347,1.3975870229861371,50.66265752955683,0.724788644904277,0.24563516689492945,0.8956124804053576,0
15%,120-180/x45,2.0,0.333,11.73385416981314,0.6869108551859302,51.40814184833138,0.6701132475247755,0.22824894555479835,0.8230554108477037,0
15%,120-180/x45,3.33,0.555,12.126771434173689,1.0798281195464785,51.20972359938192,0.6977429609355402,0.2368060317810435,0.8627462610917351,0
15%,120-180/x45,5.0,0.833,12.618159166335108,1.5712158517078976,50.735296613555946,0.7327664351824459,0.24870573365217433,0.9142318445514257,0
15%,150-210/x1,2.0,0.333,11.5905454569025,0.5436021422752901,48.96666019509639,0.6879354642321543,0.2367027975917214,0.8553756690968166,0
15%,150-210/x1,3.33,0.555,11.910417679498186,0.8634743648709762,46.79787839706935,0.731804315616193,0.254507641958488,0.9238393307327385,0
15%,150-210/x1,5.0,0.833,12.291300938498084,1.244357623870874,44.12803275896315,0.7863344974344207,0.27853725104030413,1.010552404808203,0
15%,150-210/x7,2.0,0.333,11.718248373352736,0.671305058725526,48.90684216155441,0.6946257542903255,0.23960345537427546,0.8660817158631279,0
15%,150-210/x7,3.33,0.555,12.11239381668543,1.0654505020582192,46.69043153352288,0.7418889337072431,0.25941918759069404,0.9403489752605653,0
15%,150-210/x7,5.0,0.833,12.592128542277447,1.5451852276502365,43.9613201140075,0.8009810288545667,0.28643654261567975,1.0359837777673895,0
15%,150-210/x10,2.0,0.333,11.83985680078845,0.7929134861612397,48.72011058980188,0.6997275912274831,0.24301785561354566,0.8757180970413221,0
15%,150-210/x10,3.33,0.555,12.309070877216666,1.2621275625894555,46.356849594955094,0.7495214290268856,0.2655286324408946,0.9577237517984436,0
15%,150-210/x10,5.0,0.833,12.87614310933618,1.8291997947089698,43.44205790354271,0.8089706767014232,0.2963980927866248,1.0620918485641448,0
15%,150-210/x14,2.0,0.333,11.720679766803975,0.6737364521767653,48.496318240455814,0.6951108178269457,0.2416818470361022,0.8672715275417604,0
15%,150-210/x14,3.33,0.555,12.12456140344198,1.07761808881477,45.95420497815405,0.7433445101580622,0.2638400862163934,0.9437301992982451,0
15%,150-210/x14,5.0,0.833,12.609917538357497,1.5629742237302864,42.82122471231187,0.8030329795912402,0.29447820848365225,1.0411807697840623,0
15%,150-210/x21,2.0,0.333,11.708898751115736,0.6619554364885261,48.55839706601246,0.6932514495325407,0.24113025673393082,0.8629123095334146,0
15%,150-210/x21,3.33,0.555,12.106291143369695,1.0593478287424851,46.038450575697645,0.7408165466520142,0.26296043832891836,0.937279049108439,0
15%,150-210/x21,5.0,0.833,12.584111700283728,1.5371683856565177,42.92239047352751,0.8006645724031672,0.29318291831963583,1.0328626787946094,0
15%,150-210/x25,2.0,0.333,11.726810044154522,0.679866729527312,48.872704658840924,0.6928522611338598,0.23994600106571304,0.861647583159508,0
15%,150-210/x25,3.33,0.555,12.132652583414272,1.0857092687870615,46.60408171236935,0.7395229269870961,0.260334548769665,0.934134409943901,0
15%,150-210/x25,5.0,0.833,12.626554273871404,1.579610959244194,43.796070307826476,0.7980629195341221,0.2883033611263293,1.0271746875765226,0
15%,150-210/x30,2.0,0.333,11.720511567024406,0.673568252397196,48.913516832066705,0.6900249013730253,0.23961702870934598,0.856872950075939,0
15%,150-210/x30,3.33,0.555,12.124474397073115,1.0775310824459048,46.677559058224105,0.7344856634011433,0.2597495379299811,0.9251895495619323,0
15%,150-210/x30,5.0,0.833,12.612099621960793,1.5651563073335826,43.912073667607075,0.7896741025734615,0.28721257204631734,1.0121594648348677,0
15%,150-210/x45,2.0,0.333,11.750649616607745,0.7037063019805352,49.15997143513305,0.6905264874509079,0.2390288129461754,0.8574039543317775,0
15%,150-210/x45,3.33,0.555,12.172915021852093,1.125971707224883,47.12157701313894,0.735676260335247,0.25832995823670996,0.9269004942290029,0
15%,150-210/x45,5.0,0.833,12.68724542586579,1.6403021112385794,44.60236117860781,0.7916945796750889,0.2844523269757039,1.0151613887774829,0
15%,180-270/x1,2.0,0.333,11.441532877610982,0.39458956298377146,49.86585548602923,0.6819681644018563,0.22944623663012303,0.8481323796136867,0
15%,180-270/x1,3.33,0.555,11.652688174043035,0.6057448594158252,48.45474149789189,0.7201778157072183,0.24048602497549199,0.9073600574857931,0
15%,180-270/x1,5.0,0.833,11.904651123425403,0.8577078087981924,46.992027523531355,0.7672068182733008,0.25333342166315603,0.9788981188231433,0
15%,180-270/x7,2.0,0.333,11.457990435674148,0.41104712104693775,49.636771566922135,0.6828745022917161,0.23083673804663266,0.8492438683106197,0
15%,180-270/x7,3.33,0.555,11.681099149720886,0.6341558350936758,48.05247023508157,0.7220497747421986,0.2430905027894464,0.9099065519852636,0
15%,180-270/x7,5.0,0.833,11.94844596605198,0.901502651424769,46.35756230356246,0.7701080850010533,0.25774534665585236,0.9830255671196301,0
15%,180-270/x10,2.0,0.333,11.43127205994996,0.3843287453227493,49.87715897304853,0.6815151559985821,0.22918851625303932,0.8474038764995396,0
15%,180-270/x10,3.33,0.555,11.643223086769305,0.5962797721420952,48.416938848243404,0.7198095541836541,0.24047829878843585,0.9067183496371995,0
15%,180-270/x10,5.0,0.833,11.897221616792253,0.8502783021650426,46.851606837265244,0.7672463436218975,0.2539341213657017,0.9789101183834078,0
15%,180-270/x14,2.0,0.333,11.43063639416928,0.3836930795420699,49.96593783571197,0.6814655198978279,0.22876857493905586,0.8473682676476899,0
15%,180-270/x14,3.33,0.555,11.646917200130712,0.599973885503502,48.521292029790644,0.7200549479086794,0.24003724371106708,0.9072077108106854,0
15%,180-270/x14,5.0,0.833,11.910256735111858,0.8633134204846478,46.939763850495765,0.7682074076583338,0.25373490955443023,0.9807259816312822,0
15%,180-270/x21,2.0,0.333,11.57559910509982,0.5286557904726106,49.02807058797881,0.6901459855359773,0.236101461189012,0.860452179928671,0
15%,180-270/x21,3.33,0.555,11.873182749138444,0.8262394345112334,46.95652228719109,0.7340258457878338,0.25285481485449013,0.9291667185516345,0
15%,180-270/x21,5.0,0.833,12.248785083970093,1.2018417693428827,44.263765543026324,0.7901946611365106,0.27672261800826087,1.0171504887598275,0
15%,180-270/x25,2.0,0.333,11.606282448462446,0.5593391338352358,49.367103306054474,0.6908645266274508,0.23510154882915787,0.8609667780220748,0
15%,180-270/x25,3.33,0.555,11.92193463707223,0.8749913224450196,47.552155924521244,0.7347223800185517,0.2507128100773332,0.9291208272942117,0
15%,180-270/x25,5.0,0.833,12.354888287724396,1.307944973097186,44.91565101012331,0.7944660714422674,0.27506866782226513,1.022287188500965,0
15%,180-270/x30,2.0,0.333,11.648989901616469,0.6020465869892586,48.79394507369166,0.6929349575992486,0.2387384312546042,0.8646704091926093,0
15%,180-270/x30,3.33,0.555,11.984792963277325,0.9378496486501149,46.628411456975606,0.7377910905973742,0.25702769167540235,0.9354242606704866,0
15%,180-270/x30,5.0,0.833,12.435963164766562,1.389019850139352,43.58861814761386,0.7974213363952698,0.2853029917730332,1.0305073805484442,0
15%,180-270/x45,2.0,0.333,11.533742023571868,0.48679870894465793,50.06238461069372,0.6865462035786744,0.23038738792135305,0.8553452081691956,0
15%,180-270/x45,3.33,0.555,11.807576723491863,0.7606334088646527,48.718729658879475,0.7281929096292244,0.24236216350809167,0.9206447453010358,0
15%,180-270/x45,5.0,0.833,12.177053799780357,1.1301104851531463,46.78992512501651,0.7836538668653615,0.26024948249532087,1.0078909878819133,0
18%,30-60/x1,2.0,0.333,12.924402343604434,1.8774590289772242,42.69183102734716,0.700809097217006,0.3027371286868777,0.8963764853932211,0
18%,30-60/x1,3.33,0.555,13.896317832534955,2.8493745179077443,41.11001566626766,0.7081902460922702,0.33802754893954995,0.9746787559933243,0
18%,30-60/x1,5.0,0.833,14.946819540799329,3.8998762261721183,39.5842014387995,0.6879623814701588,0.37759558100239476,1.0671949109530803,0
18%,30-60/x7,2.0,0.333,12.171627896021086,1.1246845813938755,44.28134692247715,0.6786662024705558,0.27487031768319553,0.8375569663593441,0
18%,30-60/x7,3.33,0.555,12.800490613088167,1.7535472984609566,42.99082675990924,0.7020362290210166,0.29774934742648784,0.882865997395924,0
18%,30-60/x7,5.0,0.833,13.53341979307161,2.4864764784444002,41.75984840449133,0.720282964213727,0.324077320922843,0.9375441336348908,0
18%,30-60/x10,2.0,0.333,13.354291054071886,2.307347739444676,43.085784863819576,0.7248090659036958,0.3099465658170216,0.9188601757265242,0
18%,30-60/x10,3.33,0.555,14.676065144498862,3.629121829871652,41.57430704788401,0.7564045791611383,0.3530080520066256,1.0161233457689218,0
18%,30-60/x10,5.0,0.833,16.19563162999298,5.148688315365771,40.04201048039432,0.7660721444921332,0.40446599548049195,1.1340481065425483,0
18%,30-60/x14,2.0,0.333,13.045914452891626,1.998971138264416,45.322436074165914,0.7160744576668675,0.2878467174964561,0.8918183567251076,0
18%,30-60/x14,3.33,0.555,14.248470823763437,3.201527509136227,43.40748971104512,0.7606031869277164,0.32824913208786377,0.9746914746303772,0
18%,30-60/x14,5.0,0.833,15.703052235358683,4.656108920731473,42.31588229434578,0.8005444011771059,0.37109121644042653,1.078637323055798,0
