OTM,DTE,Budget,Annual%,Excess%,MaxDD%,Sharpe,Calmar,Sortino,Trades
5%,30-60/x14,1.0,30.19269448751858,19.14575117289137,40.07191459347849,1.6260958397402432,0.7534627380253075,2.1422586767079497,0
5%,30-60/x14,1.5,40.35400705889707,29.307063744269858,33.646177192591395,1.9821454327750005,1.1993638037364518,2.8311137781818596,0
5%,30-60/x14,2.0,50.996349400835015,39.9494060862078,26.83918363875265,2.175630570277005,1.9000708101718204,3.3959128084600687,0
5%,30-60/x14,3.3000000000000003,81.0057788670296,69.95883555240239,22.323208312933254,2.2833993646540205,3.628769562666214,4.196288552415919,0
5%,30-60/x21,0.25,16.957541925780518,5.910598611153308,49.013784422666475,0.9191596761281202,0.34597495634184255,1.1255492901762043,0
5%,30-60/x21,0.5,23.12466862850624,12.077725313879029,46.115568174662656,1.2296719620524206,0.5014503679304478,1.5306504380634631,0
5%,30-60/x21,1.0,36.20693736600795,25.15999405138074,40.065620723588395,1.8432406795241205,0.9036909128601452,2.4341311287097,0
5%,30-60/x21,1.5,50.47061918532578,39.423675870698574,33.78680092060956,2.355365851024202,1.493796920990507,3.368233195093543,0
5%,30-60/x21,2.0,65.98431523153367,54.93737191690646,28.868770440253932,2.708423904633316,2.285664204788116,4.267753121702431,0
5%,30-60/x21,3.3000000000000003,113.00231723086709,101.95537391623988,22.756943245851634,3.063535824447394,4.965619328134779,5.813062321309735,0
5%,30-60/x25,0.25,19.714684124759874,8.667740810132663,48.739544143538595,1.0360909460131358,0.4044905316861371,1.26534082569807,0
5%,30-60/x25,0.5,29.010371478815244,17.963428164188034,45.533405023002125,1.4646276754547936,0.6371228214573469,1.8144100316207266,0
5%,30-60/x25,1.0,49.51605707359747,38.469113758970266,38.939439911838804,2.2678880426653687,1.2716170850352435,3.062095643994971,0
5%,30-60/x25,1.5,72.95980389532448,61.91286058069727,31.884667453588357,2.879643973379425,2.2882410174584855,4.449253093331266,0
5%,30-60/x25,2.0,99.67175921646097,88.62481590183376,26.473089824733975,3.2611350204718508,3.7650217589386568,5.938975371968594,0
5%,30-60/x25,3.3000000000000003,187.87720814994069,176.83026483531347,21.92811996602312,3.6091323191952522,8.567866668052257,9.3526007615073,0
5%,45-75/x1,0.25,13.731375551648517,2.6844322370213067,48.746902626940866,0.8323415430911445,0.28168713931907585,1.06944681330585,0
5%,45-75/x1,0.5,16.228287515375573,5.181344200748363,45.4996347067545,1.029945173248401,0.35666852316435094,1.3464106260866997,0
5%,45-75/x1,1.0,21.017280389120497,9.970337074493287,38.64454567227631,1.2589899008140142,0.5438614951604501,1.7369491408813111,0
5%,45-75/x1,1.5,25.563823856253265,14.516880541626055,31.198015568903116,1.279690360968878,0.819405445830158,1.8417360007214512,0
5%,45-75/x1,2.0,29.948799872476695,18.901856557849484,26.26597500710644,1.2358934247184095,1.1402127605913674,1.8379921325961524,0
5%,45-75/x1,3.3000000000000003,40.795523564462655,29.748580249835445,37.24652362585934,1.1366311837575298,1.0952840585675312,1.7871712572377725,0
5%,45-75/x7,0.25,13.837056698159046,2.7901133835318355,48.79458793756647,0.8243935390626804,0.2835776934086174,1.0479341959388009,0
5%,45-75/x7,0.5,16.46755144119407,5.4206081265668615,45.49155485722777,1.027337858894731,0.3619913958288828,1.3300376118253407,0
5%,45-75/x7,1.0,21.59826691880946,10.551323604182251,38.97012146740724,1.3277682124280827,0.5542263176385844,1.8006166305713491,0
5%,45-75/x7,1.5,26.529832027676047,15.482888713048837,31.78493852185728,1.4191626592644242,0.8346667717929516,2.0209982938940816,0
5%,45-75/x7,2.0,31.341897463010614,20.294954148383404,25.00896888983492,1.3999542817441886,1.2532262965767358,2.0755938011930755,0
5%,45-75/x7,3.3000000000000003,43.62333596874129,32.57639265411407,29.06449682462246,1.2960407661330895,1.5009148870516509,2.0600549219706217,0
5%,45-75/x10,0.25,13.893603362438922,2.846660047811712,48.52314289083961,0.8141262773715958,0.2863294200397273,1.020786814746257,0
5%,45-75/x10,0.5,16.68187132646399,5.634928011836781,44.74964934200937,1.0196508815536638,0.37278216861475266,1.309767898540483,0
5%,45-75/x10,1.0,22.079813238832724,11.032869924205514,37.41138197999883,1.3793951674457223,0.5901897248980861,1.8919863289890064,0
5%,45-75/x10,1.5,27.417421267064412,16.370477952437202,30.075734606297267,1.5648426381092582,0.911612687968185,2.320142434555716,0
5%,45-75/x10,2.0,32.66360955144514,21.61666623681793,27.251827403908706,1.5948070086640933,1.1985841928075702,2.5174963323893995,0
5%,45-75/x10,3.3000000000000003,46.233425924127005,35.18648260949979,24.998522666788954,1.4885678059412035,1.8494463269043115,2.533544963430991,0
5%,45-75/x14,0.25,14.062029132170117,3.015085817542907,49.328664655447454,0.8185964690688423,0.2850681085813099,1.0253994020691433,0
5%,45-75/x14,0.5,17.013727315526573,5.966784000899363,46.39835613248147,1.0294625551198062,0.3666881487556841,1.3184717128900247,0
5%,45-75/x14,1.0,22.87991326581018,11.832969951182971,40.640431346313655,1.431623020879698,0.5629840163565473,1.9308671297018785,0
5%,45-75/x14,1.5,28.69785461368013,17.65091129905292,34.64797884733069,1.6849636917193562,0.8282692257499757,2.4308949518846092,0
5%,45-75/x14,2.0,34.54352636430622,23.496583049679007,28.612289416288096,1.7690564352597573,1.2072968318516188,2.7291295028229645,0
5%,45-75/x14,3.3000000000000003,49.951348976826495,38.90440566219928,24.970152128749586,1.699086935582912,2.0004423168617627,2.850821197144651,0
5%,45-75/x21,0.25,14.356227974258973,3.3092846596317624,49.57377981535428,0.821787718377301,0.28959316856070105,1.017424505334647,0
5%,45-75/x21,0.5,17.679926677309243,6.632983362682033,47.36291848103843,1.0399162773072401,0.37328625946873056,1.31403880588618,0
5%,45-75/x21,1.0,24.444406005981413,13.397462691354203,42.74923895444697,1.4903122114201566,0.5718091503811109,1.9840908358318274,0
5%,45-75/x21,1.5,31.373533904361082,20.326590589733872,38.001163518419084,1.8523865889048992,0.8255940344867176,2.6311313722603726,0
5%,45-75/x21,2.0,38.54695914449155,27.500015829864342,33.06317877013125,2.0533258848567644,1.165857627074692,3.120412984073986,0
5%,45-75/x21,3.3000000000000003,58.1745988777824,47.12765556315519,25.765742027454735,2.100511380633613,2.257827421224444,3.5100888948881876,0
5%,45-75/x25,0.25,15.264028530089124,4.217085215461914,49.03873036428744,0.8589119240375198,0.3112647578087622,1.0645205106726952,0
5%,45-75/x25,0.5,19.579458286218056,8.532514971590846,46.34401706238814,1.1168250063006278,0.4224808190420839,1.4177245853241043,0
5%,45-75/x25,1.0,28.456096729797274,17.409153415170064,40.41544840422252,1.6472848961198583,0.7040895957701224,2.2561758801018295,0
5%,45-75/x25,1.5,37.71264059468322,26.665697280056012,33.85985322196799,2.083343112973747,1.1137862987018377,3.1574230079713503,0
5%,45-75/x25,2.0,47.32533316528886,36.278389850661654,27.537031829933547,2.341608777995003,1.7186069093272742,3.990410312329502,0
5%,45-75/x25,3.3000000000000003,74.46670331688881,63.4197600022616,21.937356010916652,2.46222105087855,3.3945158787518452,5.084102005846651,0
5%,45-75/x30,0.25,15.25954024518792,4.212596930560709,48.35616012688072,0.8624695490488519,0.3155655909226194,1.0813601963364308,0
5%,45-75/x30,0.5,19.53772723114655,8.49078391651934,44.747599728785914,1.1248805234524206,0.4366206757359999,1.4507529562295434,0
5%,45-75/x30,1.0,28.37659496487175,17.32965165024454,36.82057545884683,1.6789316219343002,0.7706722290798348,2.2431301427059993,0
5%,45-75/x30,1.5,37.600358497341645,26.553415182714435,28.129561503815314,2.161406821284958,1.3366848428206666,2.987472646830305,0
5%,45-75/x30,2.0,47.284668519441354,36.23772520481414,19.446761087565747,2.4850075674296472,2.4314932603185606,3.5733835511754997,0
5%,45-75/x30,3.3000000000000003,74.76818352048569,63.72124020585848,18.461998532515242,2.7268851736004667,4.049842349884498,4.174693343282624,0
5%,60-90/x1,0.25,13.55263013511343,2.50568682048622,47.55984566627549,0.8201054801252394,0.28495950618114707,1.0505270134939242,0
5%,60-90/x1,0.5,15.949809287672267,4.902865973045056,43.410777558229206,1.0189237433099134,0.3674158857504437,1.3443265215424705,0
5%,60-90/x1,1.0,20.617227072305244,9.570283757678034,34.4428689347461,1.2839952521985656,0.5985920368992986,1.8061725391674746,0
5%,60-90/x1,1.5,25.09504203529953,14.048098720672321,24.78932937458806,1.328103302756466,1.0123324296551912,1.9475183910500582,0
5%,60-90/x1,2.0,29.447746453350177,18.400803138722967,22.32705294819738,1.2867114156879018,1.3189267084050025,1.9355674290097247,0
5%,60-90/x1,3.3000000000000003,40.314818150958565,29.267874836331355,28.446160198366382,1.1753173823674976,1.4172323389106758,1.841602613273683,0
5%,60-90/x7,0.25,13.238315827239312,2.1913725126121015,48.183715631472204,0.7920804964828627,0.27474667849385254,0.9993687834964331,0
5%,60-90/x7,0.5,15.3797815676187,4.33283825299149,44.341039031651555,0.9751175578995914,0.34685207887528957,1.256184684133477,0
5%,60-90/x7,1.0,19.504913233492303,8.457969918865093,36.503840297263906,1.2898928592732652,0.5343249662133293,1.7238500659856,0
5%,60-90/x7,1.5,23.541490217064375,12.494546902437165,28.82499653192087,1.4353267629812976,0.8167040086542412,2.002791682882486,0
5%,60-90/x7,2.0,27.478757753124185,16.431814438496975,22.32894800662487,1.4431993287102167,1.230633782880026,2.0743156067763664,0
5%,60-90/x7,3.3000000000000003,37.471425082113406,26.424481767486196,22.517958082420613,1.3289330183691785,1.6640685156691322,2.0028294679014773,0
5%,60-90/x10,0.25,13.334239407144644,2.2872960925174333,48.53034598763241,0.7915053168580392,0.274760856033105,0.9970836673741049,0
5%,60-90/x10,0.5,15.58216012766922,4.535216813042009,44.59456183991431,0.9757880688459395,0.349418392843641,1.260413070640917,0
5%,60-90/x10,1.0,19.95614195531621,8.909198640688999,36.95308141794349,1.3176357342613392,0.5400399963837931,1.773416899575021,0
5%,60-90/x10,1.5,24.206956143928625,13.160012829301415,28.736675689532177,1.5083745369616062,0.8423714839342542,2.1396072266850283,0
5%,60-90/x10,2.0,28.34407885812631,17.2971355434991,25.535881589952957,1.5487357492183695,1.1099706410480157,2.2884460495043872,0
5%,60-90/x10,3.3000000000000003,38.89311808697818,27.846174772350967,22.61200106635778,1.4400848272907418,1.7200210619503065,2.2583919247552515,0
5%,60-90/x14,0.25,13.34736504293923,2.3004217283120205,48.947698090701685,0.788178662734048,0.2726862664349634,0.9871868856571018,0
5%,60-90/x14,0.5,15.617772997223556,4.5708296825963455,45.8970344216199,0.970232376004823,0.34027847755380836,1.2448651672174338,0
5%,60-90/x14,1.0,20.061439600889308,9.014496286262098,39.524439988744845,1.3304614443355012,0.5075704957894936,1.7720823964967,0
5%,60-90/x14,1.5,24.46472277813372,13.417779463506509,32.659185412429075,1.5717531012722115,0.7490916405043955,2.186335985371845,0
5%,60-90/x14,2.0,28.79825339661881,17.7513100819916,26.4529472296858,1.6505194210965517,1.088659541281702,2.388343172491914,0
5%,60-90/x14,3.3000000000000003,39.937438006676665,28.890494692049455,21.926275592373166,1.5598503962856625,1.8214419424960842,2.38805608808835,0
5%,60-90/x21,0.25,13.261453963754132,2.2145106491269217,49.8056968479497,0.772192819914323,0.266263797176448,0.960456487958174,0
5%,60-90/x21,0.5,15.48741552758084,4.44047221295363,47.39108377635799,0.9369281282412117,0.32680019728325044,1.1874292111921616,0
5%,60-90/x21,1.0,19.90394677669172,8.857003462064508,42.912638085331885,1.2724364615294803,0.46382482328661945,1.6391503654119985,0
5%,60-90/x21,1.5,24.312465426416697,13.265522111789487,38.28102799640709,1.5361310156157286,0.6351048208187766,1.9986283948344954,0
5%,60-90/x21,2.0,28.752224924700265,17.705281610073055,33.389508785705566,1.6779824874507416,0.8611155410890449,2.2410218923379315,0
5%,60-90/x21,3.3000000000000003,40.53299942069779,29.48605610607058,24.366833944507242,1.6928293202005913,1.6634495689102324,2.4429081389887215,0
5%,60-90/x25,0.25,13.834417961667555,2.7874746470403444,49.84370047752471,0.7969122617266485,0.27755599662801334,0.9937812474411865,0
5%,60-90/x25,0.5,16.57879682258767,5.531853507960459,47.584272206457236,0.9838463687787756,0.34840917080030304,1.2544795277113272,0
5%,60-90/x25,1.0,22.139422643763695,11.092479329136484,42.71964335894123,1.3732145869564991,0.518249238593653,1.844887290372953,0
5%,60-90/x25,1.5,27.708124217581997,16.661180902954786,38.01190088055575,1.6876289789814996,0.728932875644626,2.431859683140011,0
5%,60-90/x25,2.0,33.313479274237864,22.266535959610653,33.230897654191864,1.864061085865883,1.002485085443835,2.9271749577716157,0
5%,60-90/x25,3.3000000000000003,48.33939970702153,37.292456392394314,21.755007007195182,1.9136176933933742,2.221989617885846,3.504688814366554,0
5%,60-90/x30,0.25,13.570029342444201,2.5230860278169907,49.48800592765815,0.7854713593290404,0.2742084488568997,0.9800073101905276,0
5%,60-90/x30,0.5,16.038559471810277,4.991616157183067,46.997559204363384,0.9613848851504426,0.34126366865284385,1.2254810887297063,0
5%,60-90/x30,1.0,21.07084307746936,10.023899762842149,42.08949524581363,1.343419923469599,0.5006199992280768,1.7497708362134836,0
5%,60-90/x30,1.5,26.152196354470945,15.105253039843735,36.881811293808276,1.6920530424276397,0.709081127988456,2.2571759618261185,0
5%,60-90/x30,2.0,31.349623034509722,20.302679719882512,31.473619887427606,1.9297532302405387,0.9960602926081783,2.66656420724256,0
5%,60-90/x30,3.3000000000000003,45.27880291420365,34.23185959957644,21.213278532564722,2.0671121484484085,2.134455682778864,3.058142511918581,0
5%,60-90/x45,0.25,14.637843468932354,3.590900154305144,48.96876383026496,0.8152580490176774,0.2989220540602148,1.0003958649175495,0
5%,60-90/x45,0.5,18.32827532714958,7.28133201252237,46.068658346286334,1.0230703855954353,0.3978469524634431,1.267665275339949,0
5%,60-90/x45,1.0,26.016433221041126,14.969489906413916,39.90771215720624,1.4741304693470296,0.6519149260813556,1.8751050108545433,0
5%,60-90/x45,1.5,34.12382824092439,23.07688492629718,33.50702168747641,1.9369460615656313,1.0184082775007877,2.55681390136168,0
5%,60-90/x45,2.0,42.644751204346946,31.597807889719736,26.908333692158354,2.3590627698931628,1.5848157560486367,3.2460184077218086,0
5%,60-90/x45,3.3000000000000003,66.49874299803189,55.45179968340467,20.543054120664866,3.0192934452587066,3.237042681552342,4.6565145614565635,0
5%,75-105/x1,0.25,13.163398622525758,2.1164553078985477,47.94485682537804,0.8014871196183896,0.2745528820842811,1.0220721658967389,0
5%,75-105/x1,0.5,15.325814807565251,4.278871492938041,43.76435495940701,0.9989881911084434,0.35018943662669055,1.3145134589590792,0
5%,75-105/x1,1.0,19.359956583967787,8.313013269340576,35.388595886493434,1.2938513564383276,0.5470676668287026,1.8110798104533703,0
5%,75-105/x1,1.5,23.2706008159834,12.22365750135619,26.567455376382227,1.369413103742729,0.8759062727802812,2.0069843482950795,0
5%,75-105/x1,2.0,27.02705665699845,15.98011334237124,21.084192665813813,1.3298550090604628,1.2818634834816547,1.98515633875232,0
5%,75-105/x1,3.3000000000000003,36.45105533031581,25.4041120156886,26.57056477006485,1.1937842335442395,1.3718585075535392,1.8403129105867875,0
5%,75-105/x7,0.25,13.082936553663238,2.035993239036028,47.694748880342885,0.7894355205665686,0.27430559675418054,0.997680423653037,0
5%,75-105/x7,0.5,15.025218410686602,3.9782750960593916,43.13829132237171,0.9732666981760119,0.3483035129602933,1.2631209844440885,0
5%,75-105/x7,1.0,18.810573910309202,7.763630595681992,34.29690718429777,1.3137750755587174,0.5484626881726901,1.783782847307528,0
5%,75-105/x7,1.5,22.493474159102522,11.446530844475312,24.57779777226535,1.485373397993361,0.9151948586901114,2.1143757296919015,0
5%,75-105/x7,2.0,26.095538900707172,15.048595586079962,21.53371450473303,1.4936698461059426,1.2118456801761475,2.1711658838545405,0
5%,75-105/x7,3.3000000000000003,35.10810164753024,24.06115833290303,19.43992336788275,1.3470393271171643,1.8059794261089188,2.006654035128736,0
5%,75-105/x10,0.25,13.110670683648085,2.0637273690208744,48.47966538658072,0.7862545125299114,0.2704364928904222,0.990414992480309,0
5%,75-105/x10,0.5,15.061231315127355,4.0142880005001444,44.694372526840795,0.9644309446240559,0.3369827220660156,1.245182117794228,0
5%,75-105/x10,1.0,18.87243843375128,7.825495119124071,37.20149133927547,1.3065275945109431,0.5073032761411558,1.747593479384014,0
5%,75-105/x10,1.5,22.55479625933665,11.507852944709441,29.336321366344603,1.501547427325962,0.7688351916274038,2.0897986738283048,0
5%,75-105/x10,2.0,26.131129708951928,15.084186394324718,22.53398078001223,1.5365679464454334,1.159632200100676,2.204215222958203,0
5%,75-105/x10,3.3000000000000003,35.19077753265041,24.143834218023198,19.860585571909418,1.410592708491923,1.77189022978375,2.1146870690800523,0
5%,75-105/x14,0.25,13.050442552950138,2.0034992383229273,48.73627751883269,0.7783541951245511,0.2677767613233731,0.9727911065728628,0
5%,75-105/x14,0.5,15.027085123697104,3.9801418090698935,45.56490513503118,0.9539125957790335,0.3297951587776705,1.2213918095753389,0
5%,75-105/x14,1.0,18.84558176284008,7.79863844821287,39.06073936808826,1.3100946587136921,0.48246863904057324,1.7532714388372388,0
5%,75-105/x14,1.5,22.616687008399982,11.569743693772772,32.13660173822511,1.5566078471324298,0.7037672244448424,2.163711985949205,0
5%,75-105/x14,2.0,26.3200471350282,15.27310382040099,24.949327999391098,1.6309028718953236,1.0549401224622386,2.33553631393852,0
5%,75-105/x14,3.3000000000000003,35.83775566693803,24.79081235231082,22.372361096025926,1.5117616196982235,1.6018763291507936,2.2435582724856484,0
5%,75-105/x21,0.25,12.858257523177707,1.8113142085504972,49.89958553447994,0.7513624118413685,0.25768265177859695,0.9322549760397691,0
5%,75-105/x21,0.5,14.691433084458637,3.644489769831427,47.4279781908503,0.8962676173175083,0.30976300582201244,1.1319866756776515,0
5%,75-105/x21,1.0,18.29254764223125,7.245604327604038,42.955256916566306,1.1918959409420404,0.4258511985567119,1.5322721427508483,0
5%,75-105/x21,1.5,21.86502339130838,10.81808007668117,38.477644334556,1.4358672948697395,0.5682526508430726,1.8702013201852052,0
5%,75-105/x21,2.0,25.468923117479612,14.421979802852402,34.34259814985902,1.5764567219791177,0.7416131710927109,2.109174989924833,0
5%,75-105/x21,3.3000000000000003,34.945626030086885,23.898682715459675,28.451748703045215,1.592045268090058,1.2282417644981738,2.303894241589336,0
5%,75-105/x25,0.25,13.15096541937615,2.104022104748939,50.158837806258404,0.7637657550504668,0.2621864061159583,0.9481171280707875,0
5%,75-105/x25,0.5,15.253686619919238,4.206743305292028,48.20142334162069,0.9183084919456754,0.3164571824323717,1.1633308556741455,0
5%,75-105/x25,1.0,19.480442290053634,8.433498975426424,44.089821037472355,1.2449558015817244,0.4418353677030583,1.6414624852547024,0
5%,75-105/x25,1.5,23.709537321313423,12.662594006686213,39.618041331544305,1.5283109550859428,0.5984530412016013,2.118243325294696,0
5%,75-105/x25,2.0,27.983406708102308,16.936463393475098,34.9874785135099,1.7065105062474948,0.7998120441087782,2.5425319108382043,0
5%,75-105/x25,3.3000000000000003,39.23453969906645,28.187596384439242,24.735804753584308,1.7679472797148887,1.5861436524874424,3.0250964797283992,0
5%,75-105/x30,0.25,12.984488437750619,1.9375451231234084,49.78674849807532,0.7548340728728328,0.26080209753510175,0.937187349190314,0
5%,75-105/x30,0.5,14.883340048079518,3.8363967334523075,47.60490294382358,0.8984265948875009,0.3126430079196398,1.1363170959409188,0
5%,75-105/x30,1.0,18.775930818902744,7.728987504275533,42.86392979959683,1.2125779211403451,0.43803568423815736,1.5705597252753276,0
5%,75-105/x30,1.5,22.7199142349497,11.672970920322491,37.38414117298831,1.5111274098901286,0.6077420403966867,2.004637918533696,0
5%,75-105/x30,2.0,26.686415932955843,15.639472618328632,31.921263992611642,1.723872349120037,0.8360074945382039,2.3767478413623855,0
5%,75-105/x30,3.3000000000000003,37.23815146465481,26.191208150027602,21.35503380654148,1.8618429206182916,1.7437645756968088,2.7587785332318857,0
5%,75-105/x45,0.25,13.517672156286809,2.4707288416595983,49.61170881105199,0.7703472120862378,0.272469392412371,0.9536635049269051,0
5%,75-105/x45,0.5,16.01109594403365,4.964152629406438,47.51019044786999,0.9289098543778828,0.33700340480852503,1.1687730014003856,0
5%,75-105/x45,1.0,21.098800440482023,10.051857125854813,43.11440128139507,1.2654289481683685,0.48936781709610977,1.6243694096808428,0
5%,75-105/x45,1.5,26.306925222944244,15.259981908317034,38.41224128558109,1.5895674231933474,0.6848578563110075,2.0694840965967116,0
5%,75-105/x45,2.0,31.611623532535216,20.564680217908005,33.55525726719256,1.8551878397002974,0.9420766254545256,2.4781823956572167,0
5%,75-105/x45,3.3000000000000003,46.14123541148925,35.094292096862034,25.818229901862143,2.198162704509955,1.7871571981068037,3.20490195379872,0
5%,90-120/x1,0.25,12.333329151617246,1.2863858369900356,50.77213865938619,0.7412464316355141,0.24291529719395022,0.9295843031504882,0
5%,90-120/x1,0.5,13.548058536153352,2.501115221526142,49.73824733344397,0.8629726824802332,0.272387131885197,1.099654352190784,0
5%,90-120/x1,1.0,15.932044103864683,4.885100789237473,47.277915067206266,1.091246197621452,0.33698702832426186,1.4106205894949775,0
5%,90-120/x1,1.5,18.19567174219463,7.14872842756742,45.00847903958301,1.216399490545379,0.40427208673708626,1.6305471172418122,0
5%,90-120/x1,2.0,20.41907134606067,9.372128031433459,42.48229973387237,1.2401112582419838,0.4806489167011821,1.722286228242684,0
5%,90-120/x1,3.3000000000000003,25.914164606019362,14.867221291392152,36.141676536564674,1.134105071726343,0.7170161179380239,1.660611482950905,0
5%,90-120/x7,0.25,12.341846254313204,1.2949029396859935,50.108337707263615,0.7379569472189729,0.24630324650590338,0.9205480829775803,0
5%,90-120/x7,0.5,13.57926273657888,2.5323194219516694,48.263388883396516,0.8641046080279431,0.281357423312858,1.1012351227964587,0
5%,90-120/x7,1.0,16.051735441535552,5.004792126908342,44.191201983203385,1.1318230464292194,0.3632337370600747,1.481583761142257,0
5%,90-120/x7,1.5,18.46601637545382,7.419073060826609,39.8663104123541,1.3367581546361746,0.46319852989785126,1.8202369629073165,0
5%,90-120/x7,2.0,20.80814120013954,9.761197885512331,35.598885402059125,1.4118348059766832,0.5845166489099108,1.975357864001704,0
5%,90-120/x7,3.3000000000000003,26.843683535273087,15.796740220645876,23.19983445240173,1.308754541148271,1.157063581222845,1.9036287555658082,0
5%,90-120/x10,0.25,12.456019859685362,1.4090765450581522,50.238127635603824,0.7402913502057143,0.24793957191306162,0.9215422873009902,0
5%,90-120/x10,0.5,13.806134535136572,2.7591912205093614,48.52898479735658,0.8685926172920273,0.284492547964626,1.105136724060926,0
5%,90-120/x10,1.0,16.461707454785124,5.414764140157914,45.034482035690274,1.1499352920449084,0.3655356231640248,1.5093887079114328,0
5%,90-120/x10,1.5,19.088075477091948,8.041132162464738,41.64908134377683,1.3938573856348626,0.45830723898893566,1.8939669013957683,0
5%,90-120/x10,2.0,21.69107899641172,10.644135681784508,37.790679797181106,1.5371354232076397,0.573979592662149,2.158968910095281,0
5%,90-120/x10,3.3000000000000003,28.31273912419645,17.26579580956924,27.719999943926265,1.495292594033232,1.0213830873545893,2.209729819964522,0
5%,90-120/x14,0.25,12.47436825486723,1.4274249402400194,50.26073129154528,0.7399784699662468,0.24819313078649202,0.9209201519129931,0
5%,90-120/x14,0.5,13.862475969559696,2.815532654932486,48.55572499215055,0.8696699646297372,0.285496220513661,1.1067649256407441,0
5%,90-120/x14,1.0,16.5860250729456,5.539081758318389,45.05517874221783,1.1547925144081843,0.3681269398095646,1.5214123474212708,0
5%,90-120/x14,1.5,19.26552738870044,8.218584074073231,41.71866036060933,1.4045862688610045,0.46179640530573973,1.9077568050476557,0
5%,90-120/x14,2.0,21.943033006076917,10.896089691449706,37.70382384872904,1.561243160021046,0.5819842861062114,2.1848250912690754,0
5%,90-120/x14,3.3000000000000003,28.746643640062764,17.699700325435554,27.76687890170991,1.5305114119297385,1.0352853751342044,2.2427276610624536,0
5%,90-120/x21,0.25,12.577677371413154,1.5307340567859438,49.65422066346482,0.7415066189524225,0.2533053022150785,0.9206135830855621,0
5%,90-120/x21,0.5,14.005207040160306,2.9582637255330955,47.51177885124653,0.8691719441476364,0.2947733673371579,1.1020189605460244,0
5%,90-120/x21,1.0,16.96574710043506,5.9188037858078495,42.46470389326886,1.1678341333109707,0.3995258542971807,1.5354259114971782,0
5%,90-120/x21,1.5,19.867869316872632,8.820926002245422,37.61305433438986,1.4494556675696093,0.5282173880441108,1.966970009144406,0
5%,90-120/x21,2.0,22.762765895388213,11.715822580761003,32.21632236646958,1.6428646855545288,0.7065600361349583,2.3187463404294415,0
5%,90-120/x21,3.3000000000000003,30.27261587444734,19.22567255982013,20.12956436617995,1.6764980120325381,1.5038882771506432,2.5360605112939383,0
5%,90-120/x25,0.25,12.650623005514227,1.6036796908870166,50.02750427375345,0.7405355165724085,0.2528733581489349,0.9190477988931548,0
5%,90-120/x25,0.5,14.270261550242068,3.223318235614858,47.68171029499243,0.875529662997823,0.29928166296796493,1.1082543431302765,0
